id,name,addr,city,state,zipcode,phone,website,pricerange,category,ratingvalue,neighborhood,takes reservations,delivery,take-out,accepts credit cards,good for,parking,attire,ambience,alcohol,outdoor seating,wi-fi,waiter service,caters
6864,sultan cafe and grill,5625 babcock rd,san antonio,tx,78240,(210) 641-5544,,$$,nightlife;middle eastern,4.0,,no,no,yes,yes,late night,private lot,casual,casual,no,yes,free,yes,yes
6865,ground town,5000 walzem rd,san antonio,tx,78218,,,$,breakfast & brunch;coffee & tea,5.0,,no,no,yes,yes,,,casual,,,no,no,,no
6866,lord’s kitchen,118 seguin st,san antonio,tx,78208,(210) 354-3888,thelordskitchen.net,$,burgers,3.5,eastside,no,no,yes,yes,lunch,street,casual,divey,no,yes,no,no,no
6867,fire wok,11075 interstate 10,san antonio,tx,78230,(210) 691-0880,firewok.com,$,asian fusion;japanese;thai,3.0,,no,yes,yes,yes,lunch,private lot,casual,casual,no,yes,no,no,yes
6868,sorrento pizza & restaurant,5146 broadway st,san antonio,tx,78209,(210) 824-0055,sorrentopizzeria.com,$$,pizza;italian,4.0,alamo heights,yes,no,yes,yes,dinner,private lot,casual,casual,beer & wine only,yes,no,yes,yes
6869,wing stop,502 embassy oaks,san antonio,tx,78216,(210) 499-4647,wingstop.com,$,chicken wings,4.0,,no,no,yes,yes,lunch,private lot,casual,casual,beer & wine only,yes,no,no,no
6870,tripoli’s mediterranean grill,302 valley hi dr,san antonio,tx,78227,(210) 645-4450,,$,mediterranean;ethnic food;middle eastern,4.0,,yes,no,yes,yes,lunch,private lot,casual,casual,no,no,free,yes,yes
6871,radicke’s bluebonnet grill,237 n ww white rd,san antonio,tx,78219,(210) 337-4007,,$,american (traditional),4.0,eastside,no,no,yes,yes,lunch,,casual,divey,no,no,no,yes,no
6872,la posada del rey,1896 nacogdoches rd,san antonio,tx,78209,(210) 828-5666,laposadadelrey.com,$$,mexican,4.5,oak park/northwood,yes,no,yes,yes,brunch,,casual,,full bar,yes,,yes,
6873,ric-ron taco house,346 e mitchell st,san antonio,tx,78210,(210) 532-2233,,$,mexican,3.5,,no,no,yes,yes,breakfast; brunch; late night,private lot,casual,divey,no,no,no,yes,no
6874,godai,11203 west ave,san antonio,tx,78288,(210) 348-6781,godaisushi.com,$$,sushi bars;japanese,4.0,,yes,no,yes,yes,dinner,private lot,casual,casual,beer & wine only,yes,no,yes,yes
6875,picnikins patio cafe,5811 university heights blvd,san antonio,tx,78249,(210) 236-5134,picnikinspatiocafe.com,$$,cafes;american (new);sandwiches,4.5,,yes,no,yes,yes,lunch,private lot,casual,casual,beer & wine only,yes,free,yes,yes
6876,uncle barney’s old fashion hamburgers,7015 ih 35 s,san antonio,tx,78224,(210) 922-6602,,$,burgers,4.0,,no,no,yes,yes,lunch,private lot,casual,divey,no,no,no,no,no
6877,picks,4519 n loop 1604 w,san antonio,tx,78249,,,$$,sports bars;american (new),4.0,,no,no,no,yes,,,casual,,,yes,no,,
6878,teka molino 2,1007 rittiman rd ste 101,san antonio,tx,78218,(210) 257-5514,tekamolino.com,$,tex-mex;mexican,4.0,wilshire,no,no,yes,yes,lunch,private lot,casual,casual,full bar,no,no,no,yes
6879,ray’s pizzaria,7214 blanco rd,san antonio,tx,78216,(210) 348-9090,rayspizzaria.com,$,pizza,3.5,,no,no,yes,yes,lunch,private lot,casual,casual,beer & wine only,no,no,no,yes
6880,pat o’briens,121 alamo plz,san antonio,tx,78205,(210) 220-1076,,$$,bars;cajun/creole,3.0,downtown,no,no,no,yes,brunch,street,casual,casual,full bar,yes,no,yes,no
6881,casa de rosa cafe,1120 basse rd,san antonio,tx,78212,(210) 733-3414,,,restaurants,5.0,,no,no,yes,yes,,,,,,,,,
6882,señor veggie,620 s presa st,san antonio,tx,78210,(210) 228-0073,senorveggie.us,$$,vegan,4.5,southtown; lavaca; downtown,yes,no,yes,yes,dinner,street; private lot,casual,casual,beer & wine only,yes,no,yes,yes
6883,casa del kabob,1057 sw military dr,san antonio,tx,78221,(210) 921-1200,,$,middle eastern,4.5,,no,no,yes,yes,lunch,private lot,casual,casual,no,yes,no,no,yes
6884,bombay hall,8783 wurzbach rd,san antonio,tx,78240,(210) 691-5900,bombayhall.com,$$,indian;buffets,4.0,,yes,no,yes,yes,lunch,private lot,casual,casual,beer & wine only,no,no,yes,yes
6885,bakery lorraine,306 pearl pkwy ste 110,san antonio,tx,78215,(210) 862-5582,bakerylorraine.com,$$,bakeries;desserts;breakfast & brunch,4.5,tobin hill,no,no,yes,yes,brunch,private lot,casual,trendy,no,yes,free,no,yes
6886,blue star brewing co,1414 s alamo st ste 105,san antonio,tx,78210,(210) 212-5506,bluestarbrewing.com,$$,breweries;american (traditional),3.0,southtown; downtown,yes,no,yes,yes,dinner,private lot,casual,casual,beer & wine only,yes,free,yes,no
6887,sawasdee thai cuisine,6407 blanco rd,san antonio,tx,78216,(210) 979-9110,sawasdeesa.com,$$,thai,4.0,castle hills,yes,no,yes,yes,lunch,private lot,casual,casual,beer & wine only,no,no,yes,
6888,murf’s better burger,2922 west ave,san antonio,tx,78201,(210) 342-1574,,$,burgers,4.5,los angeles heights,no,no,yes,yes,,,casual,,,yes,,,
6889,perks coffee cafe,7755 eckhert rd ste 107,san antonio,tx,78240,(210) 394-5168,saperks.com,$,cafes;coffee & tea;breakfast & brunch,4.0,,no,no,yes,yes,breakfast,private lot,casual,casual,no,yes,free,no,no
6890,original san antonio hot dog house,1218 w bitters rd,san antonio,tx,78216,(210) 233-1139,originalhotdoghouse.com,$,ice cream & frozen yogurt;hot dogs;caterers,4.0,,no,yes,yes,yes,lunch,private lot,casual,casual,no,no,free,no,yes
6891,aspen’s brew,11255 huebner rd ste 100,san antonio,tx,78230,(210) 561-5551,aspensbrewcoffee.com,$,coffee & tea;breakfast & brunch;sandwiches,4.0,,no,no,yes,yes,breakfast,private lot,casual,casual,no,yes,free,no,yes
6892,chacho’s,8614 perrin beitel rd,san antonio,tx,78288,(210) 892-1400,chachos.com,$,sports bars;tex-mex,2.5,,no,no,yes,yes,dinner; late night,private lot,casual,casual,full bar,yes,no,no,no
6893,eddie’s taco house,402 w cevallos,san antonio,tx,78204,(210) 222-2400,,$,mexican,4.0,southtown; downtown,no,no,yes,no,breakfast,,casual,casual,no,no,no,yes,no
6894,willie’s grill & icehouse,4051 n loop 1604 w,san antonio,tx,78257,(210) 493-4333,williesrestaurants.com,$$,american (new),3.5,,no,no,yes,yes,lunch,private lot,casual,casual,full bar,yes,free,yes,yes
6895,ramon’s taco house,11319 west ave,san antonio,tx,78213,(210) 281-4631,ramonstacohouse.com,$,tex-mex;barbeque,5.0,,no,no,yes,yes,,,casual,,no,no,free,yes,yes
6896,texas hamburger company,9010 huebner rd,san antonio,tx,78240,(210) 699-1189,texhamco.com,$,burgers,3.5,,yes,no,yes,yes,lunch,private lot,casual,casual,no,yes,free,no,yes
6897,salata,700 e sonterra blvd ste 1107,san antonio,tx,78258,(210) 272-0424,salata.com,$$,salad;soup,4.5,stone oak,no,no,yes,yes,brunch,private lot,casual,,no,yes,free,no,yes
6898,paesanos riverwalk,"southbank center, river level 111 w crockett, ste 101",san antonio,tx,78205,(210) 227-2782,paesanosriverwalk.com,$$,italian;greek;mediterranean,3.0,downtown,yes,no,yes,yes,dinner,street,casual,touristy,full bar,yes,no,yes,yes
6899,piatti,17803 la cantera terrace bldg 7,san antonio,tx,78256,(210) 251-3542,piatti.com,$$,italian,4.0,,yes,no,yes,yes,brunch; dinner; dessert,valet; street,casual,casual,full bar,yes,free,yes,yes
6900,fralo’s art of pizza,23651 ih 10 w,san antonio,tx,78257,(210) 698-6616,fralos.com,$$,pizza,4.0,,yes,yes,yes,yes,dinner,street; private lot,casual,casual,beer & wine only,yes,free,yes,yes
6901,hearthstone bakery cafe,3233 n st. mary's st,san antonio,tx,78212,(210) 826-5667,hearthstonebakerycafe.com,$,cafes;bakeries,5.0,tobin hill,no,no,yes,yes,,,casual,,,yes,,,
6902,las tapatias de jalisco,1506 s saint mary's st,san antonio,tx,78210,(210) 532-8800,,$,mexican,4.0,southtown; lavaca; downtown,no,no,yes,yes,breakfast,,casual,,no,no,no,yes,no
6903,ruthie’s mexican restaurant,4263 nw lp 410 ste 100,san antonio,tx,78229,(210) 332-5116,ruthies.net,$,mexican,4.0,,no,no,yes,yes,brunch,,casual,,no,yes,no,yes,yes
6904,turquoise grill,3720 nw loop 410,san antonio,tx,78229,(210) 736-2887,turquoisegrill.com,$$,turkish;mediterranean;middle eastern,4.0,,yes,no,yes,yes,dinner,private lot,casual,casual,beer & wine only,no,free,yes,yes
6905,guillermo’s,618 mccullough ave,san antonio,tx,78215,(210) 223-5587,guillermosdowntown.com,$$,italian;pizza;sandwiches,4.0,downtown,no,no,yes,yes,lunch,private lot,casual,casual,full bar,yes,free,yes,yes
6906,kosta’s greek food,12606 nacogdoches rd,san antonio,tx,78217,(210) 590-6969,,$,greek,4.0,,no,no,yes,yes,lunch,private lot,casual,casual,no,no,no,no,no
6907,wingit,5020 old seguin rd,san antonio,tx,78219,(210) 900-3097,,$$,food delivery services;chicken wings,4.5,,no,yes,yes,yes,,,casual,divey,no,no,no,yes,yes
6908,the point park & eats,24188 boerne stage rd,san antonio,tx,78255,(210) 251-3380,pointparkandeats.com,$,"food stands;beer, wine & spirits",4.5,,yes,no,yes,yes,lunch,street; private lot,casual,casual,beer & wine only,yes,free,no,no
6909,china inn,2241 nw military hwy,san antonio,tx,78213,(210) 308-8277,,$,chinese,4.0,,no,no,yes,yes,lunch,private lot,casual,casual,no,no,no,yes,no
6910,royal pizza,4415 de zavala rd,san antonio,tx,78249,(210) 399-2220,royalpizzasanantonio.com,$,pizza;italian;sandwiches,4.0,,no,yes,yes,yes,lunch,private lot,casual,casual,no,no,free,no,no
6911,say she ate,516 brooklyn ave,san antonio,tx,78215,(210) 446-8257,,$$,street vendors;american (new),4.0,downtown,yes,yes,yes,yes,late night,street,casual,,no,yes,no,yes,yes
6912,cerroni’s purple garlic,1017 austin hwy,san antonio,tx,78209,(210) 822-2300,cerronispurplegarlic.com,$$,italian;pizza;sandwiches,4.0,terrell heights,no,no,yes,yes,dinner,private lot,casual,casual,beer & wine only,yes,no,no,yes
6913,chapala taco house,1363 austin hwy,san antonio,tx,78209,(210) 829-4111,,$,mexican,4.0,terrell heights,no,no,yes,yes,breakfast,private lot,casual,casual,,no,no,yes,
6914,sea island shrimp house,5959 nw loop 410,san antonio,tx,78238,(210) 520-3033,shrimphouse.com,$$,seafood,3.5,,no,no,yes,yes,lunch,private lot,casual,casual,beer & wine only,yes,no,no,no
6915,cullum’s attagirl,726 e mistletoe,san antonio,tx,78212,(210) 437-4263,,$,american (traditional),4.5,tobin hill,no,no,yes,yes,dinner; late night,street,casual,casual,beer & wine only,yes,no,no,yes
6916,hofbrau at the rim,18403 interstate hwy 10,san antonio,tx,78257,(210) 877-1500,hofbraurim.com,$$,bars;american (new),3.0,,no,no,yes,yes,lunch,private lot,casual,casual,full bar,yes,free,yes,no
6917,salsita’s,5130 broadway st,san antonio,tx,78209,(210) 826-4900,,$$,mexican,4.0,alamo heights,no,no,yes,yes,breakfast,,casual,,no,no,no,,
6918,timbos,1639 broadway st,san antonio,tx,78215,(210) 223-1028,timbosburgers.com,$,burgers,4.0,,no,no,yes,yes,lunch,street; private lot,casual,divey,beer & wine only,yes,free,yes,no
6919,tre enoteca,555 w bitters rd,san antonio,tx,78216,(210) 496-0555,,$$,wine bars;italian,4.0,,yes,no,yes,yes,,,casual,casual,full bar,yes,,yes,no
6920,nosh,1133 austin hwy,san antonio,tx,78209,(210) 824-8686,noshsa.com/nosh,$$,american (new),3.5,terrell heights,yes,no,yes,yes,dinner,street; private lot,casual,trendy,full bar,yes,no,yes,no
6921,mision de san antonio,1721 babcock rd,san antonio,tx,78229,(210) 308-9900,,$,mexican,4.0,medical center,yes,yes,yes,yes,breakfast,private lot,casual,casual,no,no,free,yes,yes
6922,thundercloud subs,1901 nacogdoches rd ste 103,san antonio,tx,78209,(210) 828-7775,thundercloud.com,$,delis;salad;sandwiches,4.0,oak park/northwood,no,no,yes,yes,lunch,private lot,casual,casual,no,yes,free,no,yes
6923,texas land & cattle,201 n. st. mary's,san antonio,tx,78205,(210) 222-2263,texaslandandcattle.com,$$,steakhouses;seafood;american (traditional),3.0,downtown,yes,no,yes,yes,dinner,garage,casual,casual,full bar,no,free,yes,no
6924,54th street bar and grill,5715-5727 rim pass dr,san antonio,tx,78257,,54thstreetgrill.com,$$,american (new),3.5,,no,no,yes,yes,dessert,private lot,casual,divey,full bar,yes,no,yes,no
6925,pho hong phat,6180 wurzbach rd,san antonio,tx,78240,(210) 523-2888,pho.com,$,vietnamese,4.0,,no,no,yes,yes,lunch,private lot,casual,casual,no,no,no,yes,no
6926,ruthie’s,11423 w ave,san antonio,tx,78213,(210) 308-0253,,$,mexican;breakfast & brunch,3.5,,no,no,yes,yes,breakfast,private lot,casual,casual,no,yes,no,yes,yes
6927,vegeria vegan restaurant,8407 broadway ste 1,san antonio,tx,78209,(210) 826-4223,myvegeria.com,$$,tex-mex;vegetarian,4.0,,no,yes,yes,yes,brunch; lunch; dinner,private lot,casual,casual,no,yes,free,yes,yes
6928,kennedy’s public house,19179 blanco rd,san antonio,tx,78258,(210) 764-1333,kennedysirishbar.com,$,irish pub;american (traditional),4.0,,no,no,no,yes,,private lot,casual,divey,full bar,yes,,,no
6929,the lion & rose at alamo heights,5148 broadway,san antonio,tx,78209,(210) 822-7673,thelionandrose.com,$$,sports bars;pubs;british,3.5,alamo heights,yes,no,yes,yes,dinner; late night,private lot,casual,casual,full bar,yes,free,yes,yes
6930,chris madrids,1900 blanco rd,san antonio,tx,78212,(210) 735-3552,chrismadrids.com,$,burgers,4.0,beacon hill,yes,no,yes,yes,lunch,private lot,casual,casual,full bar,yes,no,no,no
6931,mi tierra & bakery,218 produce row,san antonio,tx,78207,(210) 225-1262,mitierracafe.com,$$,mexican;bakeries;bars,3.5,downtown,no,no,yes,yes,lunch,private lot,casual,touristy,full bar,yes,no,yes,yes
6932,burgerfi,15900 la cantera parkway suite 3060,san antonio,tx,78256,(210) 362-1187,burgerfi.com,$$,burgers;hot dogs;american (traditional),3.0,,no,no,yes,yes,lunch,private lot,casual,casual,beer & wine only,yes,free,no,no
6933,rosella coffee,203 e jones ave ste 101,san antonio,tx,78215,(210) 277-8574,rosellacoffee.com,$,coffee & tea;breakfast & brunch,4.5,downtown,no,no,yes,yes,brunch,street,casual,divey; casual,beer & wine only,yes,free,no,no
6934,aldino cucina italiano,1203 n loop 1604 w,san antonio,tx,78258,(210) 340-0000,aldinos.com,$$,italian,4.0,,yes,no,yes,yes,dinner,private lot,casual,romantic,full bar,yes,no,yes,yes
6935,mary lou’s cafe,4405 mccoullough rd,san antonio,tx,78212,(210) 396-7909,,$$,mexican,4.0,,no,no,yes,yes,breakfast,private lot,casual,trendy,full bar,yes,free,yes,yes
6936,thai chili cuisine,19141 stone oak pkwy ste 305,san antonio,tx,78258,(210) 402-4042,stoneoak.thaichili.net,$$,thai;bubble tea,4.0,stone oak,yes,yes,yes,yes,lunch,private lot,casual,casual,beer & wine only,yes,no,yes,yes
6937,panda inn,2201 harry wurzbach rd,san antonio,tx,78209,(210) 824-1582,,$,chinese,3.5,terrell hills,yes,no,yes,yes,lunch,private lot,casual,casual,no,no,no,yes,no
6938,thai topaz,9386 huebner rd ste 101,san antonio,tx,78240,(210) 690-6000,thaitopaz-sat.com,$,thai;gluten-free;vegetarian,3.5,,yes,yes,yes,yes,lunch,private lot,casual,casual,,no,no,yes,yes
6939,b & b smokehouse,2627 pleasanton rd,san antonio,tx,78221,(210) 921-2745,bbsmokehouse.com,$$,barbeque,4.0,,no,no,yes,yes,lunch,private lot,casual,casual,no,no,no,no,yes
6940,carmelita’s mexican restaurant,2218 broadway st,san antonio,tx,78215,(210) 224-5540,,$,mexican;seafood;american (new),3.5,,no,no,yes,yes,breakfast,private lot,casual,divey,no,no,no,yes,no
6941,la madeleine french bakery & cafe,11745 w ih 10,san antonio,tx,78230,(210) 691-1227,lamadeleine.com,$$,bakeries;french,3.5,,no,no,yes,yes,breakfast; brunch,private lot,casual,casual,beer & wine only,yes,no,no,yes
6942,jacala mexican restaurant,606 west ave,san antonio,tx,78201,(210) 732-5222,jacala.com,$$,mexican;tex-mex,3.5,los angeles heights,yes,no,yes,yes,dinner,private lot,casual,casual,full bar,yes,no,yes,no
6943,li’s restaurant and sushi bar,20330 huebner rd ste 106,san antonio,tx,78258,(210) 499-0070,li-restaurant.com,$$,szechuan;sushi bars,4.5,stone oak,no,no,yes,yes,,private lot,casual,,beer & wine only,yes,free,yes,yes
6944,bavarian brauhaus,300 west bitters ste 185,san antonio,tx,78216,(210) 396-7170,bavarianbrauhaus.com,$$,german;bars,3.5,,no,no,yes,yes,dessert,private lot,casual,divey,full bar,yes,no,yes,no
6945,smashburger,8802 potranco,san antonio,tx,78245,(210) 521-1750,smashburger.com,$$,burgers,4.0,,no,no,yes,yes,lunch,private lot,casual,casual,beer & wine only,yes,no,no,
6946,augie’s alamo city bbq steakhouse,909 broadway st,san antonio,tx,78215,(210) 314-3596,augiesbbq.com,$$,steakhouses;barbeque,4.0,downtown,no,no,yes,yes,lunch,private lot,casual,casual,full bar,no,no,no,yes
6947,tacos y burritos metro basilica 2,7627 culebra rd ste 105,san antonio,tx,78251,(210) 680-1412,,$,mexican,4.0,,no,no,yes,yes,lunch,private lot,casual,divey,no,no,no,no,yes
6948,carrabba’s,12507 i-10 w,san antonio,tx,78230,(210) 694-4191,carrabbas.com,$$,italian;seafood,4.0,,yes,no,yes,yes,dinner,private lot,casual,casual,full bar,yes,no,yes,yes
6949,46th st. new york style pizzeria,12730 w i-10,san antonio,tx,78230,(210) 691-4678,46stpizza.com,$,pizza;italian;salad,3.5,,no,no,yes,yes,lunch,private lot,casual,casual,beer & wine only,no,free,no,yes
6950,el jalisco grill & taqueria,17676 blanco rd ste 200,san antonio,tx,78232,(210) 479-2103,,$,mexican,4.0,,no,no,yes,yes,lunch,private lot,casual,divey; casual,no,no,no,yes,yes
6951,costa pacifica,434 n loop 1604 w,san antonio,tx,78258,(210) 491-1378,costapacificausa.com,$$,seafood;mexican,3.5,,yes,no,yes,yes,dinner,private lot,casual,casual,full bar,yes,free,yes,yes
6952,papa gayos mexican restaurant,2502 harry wurzbach rd,san antonio,tx,78218,(210) 824-1718,,$,mexican,5.0,,no,no,yes,yes,breakfast,,casual,casual,,no,no,yes,
6953,hillcrest sandwich co.,3780 5th ave ste 1,san diego,ca,92103,(619) 293-0248,hillcrestsandwich.com,$,delis;sandwiches;seafood,4.5,hillcrest,no,yes,yes,yes,lunch,street; private lot,casual,casual,no,yes,no,no,yes
6954,panaderia su pan,5006 el cajon blvd,san diego,ca,92115,(619) 287-2078,,$,bakeries;mexican;street vendors,4.5,rolando,no,no,yes,yes,dessert,private lot,casual,casual,no,no,no,no,no
6955,yokohama yakitori koubou,3904 convoy st ste 108,san diego,ca,92111,(858) 277-8822,yokohamayakitorikoubou.com,$$,japanese,4.0,kearny mesa,yes,no,yes,yes,dinner; late night,private lot,casual,casual,beer & wine only,no,no,yes,no
6956,baci restaurant,1955 morena blvd,san diego,ca,92110,(619) 275-2094,sandiegobaci.com,$$$,italian,4.0,bay park,yes,no,yes,yes,dinner,street; private lot,dressy,classy,full bar,no,no,yes,no
6957,tajima ramen hillcrest,3739 6th ave ste b,san diego,ca,92103,(619) 269-5050,tajimasandiego.com,$,ramen,4.0,hillcrest,no,yes,yes,yes,lunch,street,casual,trendy,beer & wine only,no,no,yes,no
6958,adalberto’s mexican food,1868 rosecrans st,san diego,ca,92106,(619) 224-4440,adalbertosmexicanfood.net,$,mexican,4.0,point loma,no,no,yes,yes,lunch,private lot,casual,casual,no,no,no,no,no
6959,antique row cafe,3002 adams ave,san diego,ca,92116,(619) 282-9750,,$$,breakfast & brunch;american (traditional),4.0,university heights,no,no,yes,yes,breakfast,street,casual,casual,beer & wine only,yes,no,yes,no
6960,the habit burger grill,3455 sports arena blvd ste 104,san diego,ca,92110,(619) 224-1026,habitburger.com,$,burgers,4.0,midway,no,no,yes,yes,lunch,private lot,casual,casual,no,yes,no,no,no
6961,poma’s italian deli,1846 bacon st,san diego,ca,92107,(619) 223-3027,pomasdeli.tumblr.com,$,delis;sandwiches,4.5,point loma; ocean beach,no,no,yes,no,lunch,street,casual,casual,beer & wine only,yes,no,no,yes
6962,mark’s bark,3641 madison ave,san diego,ca,92116,(619) 285-9578,bettinas.com,$$,barbeque,4.5,normal heights,no,yes,yes,yes,lunch,street,casual,casual,no,yes,no,no,yes
6963,flavors of east africa,2322 el cajon blvd,san diego,ca,92104,(619) 955-8778,flavorsofeastafrica.com,$$,african,4.0,university heights; north park,yes,yes,yes,yes,dinner,street; private lot,casual,casual,no,yes,free,yes,yes
6964,empirehouse urban palate,127 university ave,san diego,ca,92103,(619) 688-9283,empirehousesd.com,$$,american (new),4.0,hillcrest,yes,no,yes,yes,lunch; dinner,street,casual,casual,full bar,yes,no,yes,no
6965,el charko grill & bar,2415 san diego ave,san diego,ca,92110,(619) 795-0908,,$$,mexican,4.0,old town,yes,no,yes,yes,dessert,street,casual,casual,full bar,yes,free,yes,
6966,gelato vero upstairs,3753 india st,san diego,ca,92103,(619) 269-1178,gelatoverocaffe.com,$$,breakfast & brunch;vegetarian,4.5,middletown; mission hills,yes,no,yes,yes,breakfast; brunch,street,casual,casual,no,yes,free,yes,yes
6967,sushi diner,7530 mesa college dr ste b,san diego,ca,92111,(858) 565-1179,sushidiner1.com,$,japanese;sushi bars,4.0,clairemont,no,no,yes,yes,dinner,private lot,casual,casual,beer & wine only,yes,no,yes,no
6968,minh ky chinese restaurant,4644 el cajon blvd ste 101,san diego,ca,92115,(619) 283-4180,,$,vietnamese;barbeque;cantonese,4.0,city heights,no,no,yes,yes,lunch; dinner,street; private lot,casual,casual,beer & wine only,no,no,yes,yes
6969,enoteca style,1445 india st,san diego,ca,92101,(619) 546-7138,enotecastyle.com,$$,sandwiches;wine bars;salad,4.0,little italy,no,no,yes,yes,dinner,street,casual,intimate,beer & wine only,yes,no,yes,yes
6970,taco fiesta,6201 mission gorge rd,san diego,ca,92120,(858) 578-7741,,$,mexican,4.0,grantville,no,no,yes,yes,breakfast; dinner; late night,private lot,casual,casual,no,yes,no,no,no
6971,roboto tokyo grill,6061 el cajon blvd ste 2,san diego,ca,92115,(619) 582-1013,,$,japanese;chinese;korean,3.5,rolando,no,no,yes,yes,brunch,private lot,casual,divey,no,no,no,no,no
6972,gyu-kaku japanese bbq,9844 hibert st ste g-1,san diego,ca,92131,(858) 693-3790,gyu-kaku.com/ca/scrippsranch.…,$$,japanese,4.0,,yes,no,no,yes,dinner,private lot,casual,casual,beer & wine only,no,no,yes,no
6973,sufi mediterranean cuisine,5915 balboa ave,san diego,ca,92111,(858) 278-7770,sufisd.com,$$,persian/iranian;breakfast & brunch;venues & event spaces,4.0,clairemont,yes,yes,yes,yes,lunch,private lot,casual,classy,full bar,yes,no,yes,yes
6974,izakaya sakura,3904 convoy st ste 121,san diego,ca,92184,(858) 569-6151,,$$,japanese;sushi bars,3.5,kearny mesa,yes,no,yes,yes,dinner,private lot,casual,casual,beer & wine only,no,no,yes,no
6975,ristorante arrivederci,3845 4th ave,san diego,ca,92103,(619) 299-6282,arrivederciristorante.com,$$,italian,4.0,hillcrest,yes,no,yes,yes,dinner,street,casual,romantic,beer & wine only,yes,no,yes,yes
6976,cbw fresh food fast,3145 sports arena dr,san diego,ca,92110,(619) 223-9727,crazybowlsandwraps.com,$,fast food;salad;vegetarian,4.5,midway,no,no,yes,yes,lunch,private lot,casual,trendy,no,yes,free,no,yes
6977,pummaro,1101 scott st,san diego,ca,92106,(619) 224-2272,pummaropizzeria.com,$$,italian;pizza,4.0,point loma; fleetridge,yes,no,yes,yes,dessert,street,casual,casual,full bar,no,no,yes,yes
6978,the kebab shop,1570 camino de la reina ste c,san diego,ca,92108,(619) 491-0279,thekebabshop.com,$,mediterranean;modern european,4.5,mission valley,no,no,yes,yes,brunch; dinner,private lot,casual,casual,beer & wine only,yes,no,no,yes
6979,puesto,789 w harbor dr,san diego,ca,92101,(619) 233-8880,eatpuesto.com,$$,mexican,4.0,,yes,no,yes,yes,dinner,valet; street; private lot; validated,casual,trendy,full bar,yes,no,yes,yes
6980,romeo & julieta wine cafe,4715 monroe ave,san diego,ca,92115,(619) 546-6919,romeoandjulietawinecafe.com,$$,polish;wine bars,4.5,,yes,no,yes,yes,dinner,private lot,casual,casual,beer & wine only,yes,no,yes,yes
6981,kabob house,2479 broadway,san diego,ca,92102,(619) 795-7909,,$,mediterranean,4.0,golden hill,no,no,yes,yes,lunch,private lot,casual,casual,no,no,no,no,yes
6982,spike africa’s fresh fish grill & bar,411 broadway ave,san diego,ca,92101,(619) 795-3800,spikeafricas.com,$$,bars;seafood,4.0,gaslamp,yes,no,yes,yes,dinner,garage; street,casual,casual,full bar,yes,free,yes,yes
6983,twist,2041 university ave,san diego,ca,92104,(619) 260-1813,twistsandwiches.com,$,burgers;chicken wings;sandwiches,4.0,north park,no,yes,yes,yes,dinner,street,casual,casual,no,yes,no,no,no
6984,zgara greek grill,1730 garnet,san diego,ca,92109,(858) 272-2600,zgaragreekgrill.com,$,greek,4.5,pacific beach,yes,yes,yes,yes,lunch,private lot,casual,casual,no,yes,no,yes,yes
6985,sirena gourmet latin seafood restaurant,1901 columbia st,san diego,ca,92101,(619) 564-8970,sirenagourmet.com,$$,seafood;latin american,4.5,little italy,yes,no,yes,yes,dinner,street,casual,casual,beer & wine only,no,paid,yes,yes
6986,hot diggity dog,4905 newport ave,san diego,ca,92107,(619) 786-4905,,$,hot dogs,4.5,point loma; ocean beach,no,no,yes,no,late night,street; private lot,casual,casual,no,yes,no,no,yes
6987,cheesy express,3219 mission blvd,san diego,ca,92109,(858) 886-7480,,$,sandwiches,4.0,,yes,no,yes,yes,lunch,street,casual,casual,no,yes,free,no,yes
6988,burger lounge,4116 adams ave,san diego,ca,92116,(619) 584-2929,burgerlounge.com,$$,burgers,4.0,kensington,no,no,yes,yes,lunch,street,casual,casual,beer & wine only,yes,no,no,no
6989,long island mikes pizza,5250 murphy canyon rd,san diego,ca,92123,(858) 569-7499,longislandmikespizza.com,$,pizza,4.0,,no,yes,yes,yes,lunch,private lot,casual,casual,no,yes,no,no,yes
6990,the kebab shop,9450 mira mesa blvd,san diego,ca,92126,(858) 586-0499,thekebabshop.com,$,middle eastern;turkish,4.0,mira mesa; torrey hills,no,no,yes,yes,lunch,private lot,casual,casual,beer & wine only,yes,no,no,yes
6991,ironside fish & oyster,1654 india st,san diego,ca,92101,(619) 269-3033,ironsidefishandoyster.com,$$,seafood;live/raw food,4.0,little italy,yes,no,yes,yes,lunch,street,casual,hipster,full bar,no,free,yes,yes
6992,ranchwood bbq & catering,7229 el cajon blvd,san diego,ca,92115,(619) 337-0740,sandiego-bbq.com,$,barbeque;caterers,4.5,la mesa,no,no,yes,yes,lunch,street,casual,casual,no,yes,no,no,yes
6993,the gourmet bagger restaurant,3357 rosecrans st,san diego,ca,92110,(619) 523-0590,gourmetbagger.com,$,sandwiches;cheesesteaks;burgers,4.0,loma portal,no,yes,yes,yes,lunch,private lot,casual,casual,no,yes,no,no,yes
6994,craft & commerce,675 w beech st,san diego,ca,92101,(619) 269-2202,craft-commerce.com,$$,gastropubs;lounges;cocktail bars,4.0,little italy,no,no,yes,yes,dinner,street,casual,hipster,full bar,yes,free,yes,no
6995,vibe asian fusion,4428 convoy st ste 330,san diego,ca,92111,(858) 576-1111,,$$,asian fusion;sushi bars;japanese,3.5,kearny mesa,yes,no,yes,yes,dinner,private lot,casual,trendy,beer & wine only,no,free,yes,no
