id,name,votes,rating,phone,address,zip,cuisine,reviewcount
5864,tanaka,109,3.8,(212) 308-6976,222 east 51st street,10022,"japanese,sushi",14
5865,balzem,6,3.0,(646) 837-7033,202 mott street,10012,"mediterranean,tapas",2
5866,benihana,145,3.5,(212) 581-0930,47 w 56th street,10019,"japanese,steakhouse,seafood",5
5867,aa jing,126,3.8,(212) 245-0800,689 9th avenue,10036,"sushi,japanese",14
5868,dbgb kitchen & bar,551,4.0,(212) 933-5300,299 bowery,10003,american,43
5869,flor de mayo,124,3.5,(212) 787-3388,484 amsterdam avenue,10024,"peruvian,chinese",7
5870,salt & fat,99,4.9,(718) 433-3702,41-16 queens boulevard,11104,"asian,tapas",10
5871,hummus kitchen,135,3.6,(212) 333-3009,768 9th avenue,10019,"mediterranean,middle eastern",8
5872,da silvano,109,3.3,(212) 982-2343,260 6th avenue,10014,italian,8
5873,maison premiere,71,4.0,(347) 335-0446,298 bedford avenue,11211,"seafood,french",4
5874,pig and khao,64,4.9,(212) 920-4485,68 clinton street,10002,"asian,filipino,thai",3
5875,chocolat restaurant and lounge,66,3.3,(212) 222-4545,2217-23 frederick douglass boulevard,10026,american,8
5876,cellini,106,3.5,(212) 751-1555,65 east 54th street,10022,italian,9
5877,terri,64,3.8,(212) 647-8810,60 w 23rd street,10010,"healthy food,juices",3
5878,masa,131,3.5,(212) 823-9800,time warner center,10019,"japanese,sushi",11
5879,veniero's pasticceria & caffe,415,3.9,(212) 674-7070,342 e 11th street,10003,"desserts,italian,cafe",15
5880,the garden at studio square nyc,61,3.8,(718) 383-1001,35-33 36th street,11106,american,5
5881,scalini fedeli,120,3.7,(212) 528-0400,165 duane street,10013,"italian,french",9
5882,baby bo's cantina,244,3.6,(212) 779-2656,627 2nd avenue,10016,tex-mex,6
5883,saravanaa bhavan,49,3.7,(212) 721-7755,413 amsterdam avenue,10024,"indian,vegetarian",6
5884,maria pia,121,3.7,(212) 765-6463,319 w 51st street,10019,italian,5
5885,aaheli,123,3.6,(212) 969-9010,826 9th avenue,10019,indian,12
5886,periyali,114,3.7,(212) 463-7890,35 w 20th street,10011,greek,9
5887,nook restaurant,144,3.9,(212) 247-5500,746 9th avenue,10019,new american,10
5888,tri tip grill,101,3.8,(212) 664-1030,30 rockefeller plaza,10112,"sandwich,american",9
5889,chipotle mexican grill,94,3.8,(212) 344-0941,2 broadway,10004,tex-mex,6
5890,ai fiori,126,4.4,(212) 613-8660,400 5th avenue,10018,"italian,french",13
5891,max brenner,1041,3.8,(646) 467-8802,841 broadway,10003,"new american,desserts",60
5892,cabana neuvo latina,195,3.9,(212) 980-5678,1022 3rd avenue,10021,cuban,8
5893,lederhosen,168,3.8,(212) 206-7691,39 grove street,10014,"german,bar food",4
5894,uncle jack's steakhouse,113,3.3,(212) 245-1550,44 w 56th street,10019,american,16
5895,braai,100,3.4,(212) 315-3315,329 w 51st street,10019,south african,10
5896,palma,133,3.8,(212) 691-2223,28 cornelia street,10014,italian,9
5897,ichimura at brushstroke,7,3.1,(212) 791-3771,30 hudson st,10013,"japanese,sushi",1
5898,johny's grill & luncheonette,103,3.6,(212) 243-6230,124 w 25th street,10001,diner,16
5899,beautique,9,2.6,(212) 753-1200,8 w 58th street,10019,american,1
5900,sushi seki,140,3.6,(212) 371-0238,1143 1st avenue,10065,"japanese,seafood,sushi",7
5901,caribe restaurant,129,3.6,(718) 324-5300,2 e gun hill road,10467,"caribbean,spanish",6
5902,trattoria trecolori,491,3.8,(212) 997-4540,254 w 47th street,10036,italian,42
5903,nha trang one,103,3.5,(212) 233-5948,87 baxter street,10013,vietnamese,3
5904,patricia's of tremont,244,3.7,(718) 918-1800,3883 e tremont avenue,10465,"italian,pizza",10
5905,big daddy's,118,3.5,(212) 477-1500,239 park avenue south,10003,"american,burger",8
5906,obao,72,3.7,(212) 308-5588,222 e 53rd street,10022,"thai,vietnamese",6
5907,via della pace,81,4.0,(212) 253-5803,48 e 7th street,10003,"pizza,bar food",7
5908,gnocco,145,3.7,(212) 677-1913,337 e 10th street,10009,italian,6
5909,dumpling man,116,3.7,(212) 505-2121,100 saint marks place,10009,"asian,chinese",7
5910,maoz vegetarian times square,49,3.5,(212) 777-0820,558 7th avenue,10018,mediterranean,2
5911,tehuitzingo,96,4.4,(212) 397-5956,695 10th avenue,10036,mexican,8
5912,brass monkey,89,3.6,(212) 675-6686,55 little west 12th street,10014,"bar food,american,sandwich",6
5913,bouley,399,3.7,(212) 964-2525,163 duane street,10013,french,11
5914,mission chinese food,75,3.5,(212) 432-0300,171 east broadway,10002,chinese,4
5915,rose water,130,3.8,(718) 783-3800,787 union street,11215,new american,10
5916,bistango,145,3.9,(212) 725-8484,415 3rd avenue,10016,italian,18
5917,il piccolo bufalo,59,3.6,(212) 219-9068,141 mulberry street,10013,"italian,pizza",7
5918,culture espresso,85,4.0,(212) 302-0200,72 west 38th street,10018,cafe,4
5919,no. 7 sub,66,4.6,(212) 532-1680,1188 broadway,10001,"sandwich,american",4
5920,'cesca,108,3.4,(212) 787-6300,164 west 75th street,10023,"american,italian",4
5921,luna piena ristorante italiano,143,3.5,(212) 308-8882,243 e 53rd street,10022,italian,14
5922,sinigual,167,3.8,(212) 286-0250,640 3rd avenue,10017,mexican,6
5923,wondee siam,132,3.6,(212) 459-9057,792 9th avenue,10019,thai,3
5924,carmine's,559,3.6,(212) 362-2200,2450 broadway,10024,italian,17
5925,nanking,55,3.1,(212) 586-3100,1634 broadway,10019,"thai,chinese",11
5926,bonchon chicken,74,4.0,(212) 221-3339,207 w 38th street,10018,"korean,bbq",5
5927,salvation taco,68,3.5,(212) 865-5800,145 e. 39th street,10016,"mexican,tapas",6
5928,serafina always,180,3.6,(212) 702-0118,33 e 61st street,10065,"italian,pizza,seafood",4
5929,mile end sandwich,28,3.3,(212) 529-2990,53 bond street,10012,"american,sandwich",3
5930,nice green bo,137,3.7,(212) 625-2359,66 bayard street,10013,"chinese,dim sum",8
5931,koronet pizzeria,194,3.6,(212) 222-1566,2848 broadway,10025,"italian,pizza",5
5932,shanghai cuisine 33,7,3.1,(718) 353-5791,5733 main st,11355,chinese,0
5933,little park,17,3.2,(212) 220-4110,85 west broadway,10007,american,0
5934,sake bar decibel,86,3.9,(212) 979-2733,240 e 9th street,10003,japanese,5
5935,egg,594,4.1,(718) 302-5151,109 n 3rd street,11249,"american,southern",27
5936,silver moon bakery & cafe,143,4.1,(212) 866-4717,2740 broadway,10025,desserts,6
5937,rock center cafe,88,3.7,(212) 332-7620,rockefeller plaza,10020,cafe,12
5938,cosi,44,3.4,(212) 370-0705,38 e 45th street,10017,sandwich,7
5939,sugar factory american brasserie,43,3.3,(212) 414-8700,46 gansevoort street,10014,american,9
5940,le monde,145,3.4,(212) 531-3939,2885 broadway,10025,"french,cafe",10
5941,puglia restaurant,99,3.8,(212) 966-6006,189 hester street,10013,italian,14
5942,ben's kosher delicatessen,119,3.5,(212) 398-2367,209 w 38th street,10018,deli,8
5943,upstairs,80,3.5,(212) 888-1220,kimberly hotel,10022,tapas,6
5944,amma,144,3.6,(212) 644-8330,246 e 51st street,10022,indian,13
5945,b bar and grill,78,3.4,(212) 475-2220,40 e 4th street,10003,"mediterranean,european",4
5946,il buco,248,3.9,(212) 533-1932,47 bond street,10012,"italian,mediterranean",9
5947,the half king,102,3.5,(212) 462-4300,505 w 23rd street,10011,bar food,8
5948,i trulli,116,3.5,(212) 481-7372,122 e 27th street,10016,italian,5
5949,new leaf restaurant and bar,155,3.8,(212) 568-5323,1 margaret corbin drive,10040,american,9
5950,savore,120,3.5,(212) 431-1212,200 spring street,10012,italian,19
5951,il cantinori,118,3.5,(212) 673-6044,32 e 10th street,10003,italian,2
5952,astro restaurant,81,3.4,(212) 489-6284,1361 6th avenue,10019,"american,greek",11
5953,ruby tuesday,78,3.7,(212) 382-3898,585 seventh avenue,10036,american,11
5954,olea,209,3.8,(718) 643-7003,171 lafayette avenue,11238,"mediterranean,tapas",3
5955,cipriani,102,3.3,(212) 343-0999,376 w broadway,10012,italian,3
5956,reynard,27,3.4,(718) 460-8004,wythe hotel,11211,american,5
5957,motorino,235,4.8,(212) 777-2644,349 east 12th street,10003,pizza,19
5958,amsterdam alehouse,129,3.7,(212) 362-7260,340 amsterdam avenue,10024,"american,bar food",7
5959,sugar freak,94,4.2,(718) 726-5850,36-18 30th avenue,11103,"cajun,creole,southern",4
5961,dominick's restaurant,180,3.6,(718) 733-2807,2335 arthur avenue,10458,italian,4
5962,coppola's west,136,3.6,(212) 877-3840,206 west 79th street,10024,italian,9
5963,brod kitchen,5,3.0,(212) 600-5202,1201 2nd avenue,10065,"sandwich,deli",1
5964,randazzo's clam bar,219,3.7,(718) 615-0010,2023 emmons avenue,11235,"seafood,italian",10
5965,bxl cafe,101,3.8,(212) 768-0200,125 w 43rd street,10036,"belgian,european",9
5966,limon jungle,126,3.4,(212) 586-6032,803 9th avenue,10019,mexican,13
5967,little cupcake bakeshop,221,3.6,(718) 680-4465,9102 3rd avenue,11209,desserts,14
5968,jane,382,3.9,(212) 254-7000,100 west houston street,10012,american,17
5970,patiala,4,2.3,(212) 564-8255,371 w 34th street,10001,indian,2
5972,white horse tavern,121,3.6,(212) 989-3956,567 hudson street,10014,american,5
5973,mike's unicorn diner,79,3.7,(718) 494-2129,2944 victory blvd,10314,"american,diner,greek",7
5974,loukoumi taverna,73,3.8,(718) 626-3200,45-07 ditmars boulevard,11105,greek,14
5975,pret a manger,4,2.7,(212) 371-7540,350 park avenue,10016,"sandwich,cafe",2
5976,moim,301,3.8,(718) 499-8092,206 garfield place,11215,korean,13
5977,le colonial,119,3.7,(212) 752-0808,149 east 57th street,10022,vietnamese,7
5978,bohemian,40,3.9,not available,57 great jones street,10012,japanese,2
5979,victor's café,584,3.9,(212) 586-7714,236 w 52nd street,10019,cuban,51
5980,the ten bells,97,3.9,(212) 228-4450,247 broome street,10002,tapas,6
5981,talde,75,4.2,(347) 916-0031,369 7th avenue,11215,"asian,tapas",6
5982,saigon shack,41,4.4,(212) 228-0588,114 macdougal street,10012,vietnamese,4
5983,la villa pizzeria,187,3.8,(718) 499-9888,261 5th avenue,11215,"italian,pizza",9
5984,a.o.c.,121,3.4,(212) 675-9463,314 bleecker street,10014,"french,seafood",11
5985,los tacos no. 1,71,4.6,(212) 256-0343,chelsea market,10011,taco,6
5986,lucy's cantina royale,127,3.4,(212) 643-1270,1 penn plaza,10119,"mexican,new american",15
5987,blue dog kitchen bar,4,2.7,(212) 459-0700,308 w 50th street,10019,american,2
5988,taqueria y fonda la mexicana,197,3.9,(212) 531-0383,968 amsterdam avenue,10025,"mexican,tex-mex",5
5989,comfort diner,75,3.5,(212) 861-4555,214 e 45th street,10017,"american,diner",11
5990,pongsri thai restaurant,417,3.8,(212) 582-3392,244 w 48th street,10036,thai,35
5991,armani/ristorante 5th avenue,41,3.2,(212) 207-1902,717 5th avenue,10022,"italian,mediterranean",6
5992,edward's,69,3.7,(212) 233-6436,136 w broadway,10013,american,3
5993,s'mac,28,3.2,(212) 683-3900,157 e 33rd st,10016,"american,vegetarian",5
5994,riverpark,69,4.0,(212) 729-9790,450 e 29th street,10016,,6
5995,london lennie's,154,3.9,(718) 894-8084,63-88 woodhaven boulevard,11374,"seafood,sushi",8
5996,felice 64,211,3.6,(212) 593-2223,1166 1st avenue,10065,italian,3
5997,stamatis restaurant,207,3.7,(718) 932-8596,29-09 23rd avenue,11105,greek,14
5998,chobani soho,35,3.4,(646) 998-3800,152 prince street,10012,"frozen yogurt,cafe",5
5999,a voce madison,76,4.0,(212) 545-8555,41 madison avenue,10010,italian,10
6000,kyoto,253,3.7,(718) 380-7777,15311 union turnpike,11367,"japanese,sushi,thai",11
6001,roberta's,499,4.1,(718) 417-1118,261 moore street,11206,"pizza,italian",27
6002,peter luger steak house,2102,3.8,(718) 387-7400,178 broadway,11211,"steakhouse,american,german",117
6003,pasha turkish,204,3.4,(212) 579-8751,70 w 71st street,10023,turkish,2
6004,ganso,27,3.5,(718) 403-0900,25 bond street,11201,"japanese,ramen",3
6005,maison kayser,17,3.2,(212) 354-2300,8 w 40th street,10018,"french,bakery,cafe",0
6006,la boite en bois,81,3.5,(212) 874-2705,75 w 68th street,10023,french,10
6007,e.a.t.,83,3.1,(212) 772-0022,1064 madison avenue,10028,"american,sandwich",8
6008,el rio grande,114,3.5,(212) 867-0922,160 e 38th street,10016,"mexican,tex-mex",10
6009,jackson hole,125,3.7,(718) 204-7070,69-35 astoria boulevard,11370,"american,burger",9
6010,knickerbocker bar & grill,139,3.7,(347) 227-1553,33 university place,10003,"american,steakhouse",4
6011,the sparrow tavern,90,3.9,(718) 606-2260,24-01 29th street,11102,"american,bar food",7
6012,little pie company,45,3.6,(212) 736-4780,424 w 43rd street,10036,bakery,5
6013,sylvia's restaurant,347,3.6,(212) 996-0660,328 malcolm x boulevard,10027,"southern,american",33
6014,saju bistro,84,3.6,(212) 997-7258,hotel mela,10036,mediterranean,11
6015,petey's burger,171,4.2,(718) 267-6300,3017 30th avenue,11102,"burger,fast food",14
6016,orso,99,3.6,(212) 489-7212,322 west 46th street,10036,italian,8
6017,hk,101,3.2,(212) 947-4208,523 9th ave,10018,"american,mediterranean,bar food",17
6019,dhaba,130,3.9,(212) 679-1284,108 lexington avenue,10016,indian,7
6020,pier a,11,2.8,(212) 785-0153,22 battery place,10004,"seafood,american",4
6021,ample hills creamery,50,4.8,(347) 240-3926,623 vanderbilt avenue,11238,"ice cream,desserts",2
6022,the boil,31,3.5,(212) 925-8815,139 chrystie street,10002,"seafood,cajun,creole",3
6023,picnic garden,117,4.1,(718) 886-5050,147-42 northern boulevard,11354,korean,5
6024,marea,364,3.8,(212) 582-5100,240 central park south,10021,"seafood,italian",23
6025,sel et poivre,71,4.4,(212) 517-5780,853 lexington avenue,10021,french,5
6026,heartland brewery burger,88,3.9,(212) 575-5848,127 w 43rd street,10036,"american,burger",9
6027,snack taverna,169,3.5,(212) 929-3499,63 bedford street,10014,american,6
6028,shilla,114,3.8,(212) 967-1880,37 west 32nd street,10001,"korean,bbq",9
6029,lantern thai,67,3.4,(718) 237-2594,101 montague street,11201,"asian,thai",9
6030,gottino enoteca e salumeria,118,3.8,(212) 633-2590,52 greenwich avenue,10011,"italian,bar food",6
6031,galanga,118,3.7,(212) 228-4267,149 w 4th street,10012,thai,6
6032,defonte's of red hook,149,4.0,(718) 625-8052,379 columbia street,11231,"deli,sandwich",7
6033,moto,153,3.8,(718) 599-6895,394 broadway,11211,"american,coffee and tea",4
6034,pine restaurant of queens,273,4.1,(718) 672-1200,37-10 114th street,11368,"american,italian",13
6035,pranzo - eataly,25,3.4,(212) 229-2560,eataly,10010,italian,5
6036,caffe napoli,106,3.4,(212) 226-8705,191 hester street,10013,italian,17
6037,just salad,9,3.1,(212) 244-1111,706 6th avenue,10010,healthy food,2
6038,wu liang ye,136,3.5,(212) 398-2308,36 w 48th street,10036,chinese,9
6039,sofia's of little italy,96,3.5,(212) 219-9799,143 mulberry street,10013,italian,16
6040,bkny,128,3.7,(718) 281-1900,47-11 francis lewis boulevard,11361,thai,10
6041,15 east,73,3.7,(212) 647-0015,15 east 15th street,10003,"sushi,japanese",3
6042,russ & daughters cafe,39,4.4,(212) 475-4881,127 orchard street,10002,jewish,5
6043,diwine,164,4.0,(718) 777-1355,4115 31st avenue,11103,"new american,pizza",8
6044,chevy's fresh mex,116,3.4,(212) 302-4010,259 w 42nd street,10036,mexican,14
6045,le rivage,57,3.5,(212) 765-7374,340 west 46th street,10036,french,4
6046,the standard grill,402,3.8,(212) 645-4100,the standard high line,10014,"french,american",33
6047,saluggi's,137,3.6,(212) 226-7900,325 church street,10013,"pizza,italian,sandwich",11
6048,fonda,165,4.1,(718) 369-3144,434 7th avenue,11215,mexican,9
6049,locanda vini & olii,179,3.7,(718) 622-9202,129 gates avenue,11238,italian,5
6050,cafe steinhof,215,3.8,(718) 369-7776,422 7th avenue,11215,"european,german",5
6051,palm restaurant,74,3.3,(212) 333-7256,250 w 50th street,10019,"american,seafood",6
6053,o'hara's restaurant & pub,107,3.8,(212) 267-3032,120 cedar street,10006,"american,irish",11
6054,brazil grill,70,3.2,(212) 307-9449,787 8th avenue,10036,brazilian,12
6055,burger heaven,79,3.3,(212) 755-2166,20 e 49th street,10017,"american,burger,sandwich",7
6056,martha's country bakery,135,3.8,(718) 545-9737,36-21 ditmars boulevard,11105,"bakery,cafe,desserts",8
6057,mamoun's falafel,548,4.0,(212) 674-8685,119 macdougal street,10012,middle eastern,25
6058,upland,23,3.5,(212) 686-1006,345 park avenue south,10010,"american,california",2
6059,cositas ricas,183,3.8,(718) 478-1500,79-19 roosevelt avenue,11372,colombian,9
6060,lasagna ristorante,130,3.7,(212) 242-4551,196 8th avenue,10011,italian,12
6061,sombrero,73,2.2,(212) 586-4853,303 west 48th street,10036,"taco,mexican",16
6062,cafe katja,99,3.7,(212) 219-9545,79 orchard street,10002,"german,european",6
6063,the brooklyn star,86,3.9,(718) 599-9899,593 lorimer street,11211,american,3
6064,chef yu,196,3.5,(212) 736-6150,520 8th avenue,10018,chinese,14
6065,recette,85,3.2,(212) 414-3000,328 w 12th sreet,10014,"american,new american",4
6066,mustang harry's,53,4.0,(212) 268-8930,352 7th avenue,10001,"burger,bar food,american,sandwich",9
6067,bozu,169,3.6,(718) 384-7770,296 grand street,11211,"japanese,sushi,tapas",5
6068,sushi azabu,72,4.3,(212) 274-0428,428 greenwich street,10013,"japanese,sushi",4
6069,frère de lys,16,3.1,(646) 861-2793,1685 1st avenue,10128,french,0
6070,blue smoke,60,3.7,(212) 889-2005,255 vesey street,10282,"bbq,southern",4
6071,the avenue restaurant,45,3.7,(347) 725-3853,7122 myrtle avenue,11385,american,8
6072,wolfgang's steakhouse,44,3.3,(212) 921-3720,250 w 41st street,10036,steakhouse,6
6073,maysville,52,4.0,(646) 490-8240,17 west 26th street,10010,american,4
6074,sigmund pretzel shop,37,3.8,(646) 410-0333,29 avenue b,10009,"german,sandwich",2
6075,city winery,71,3.4,(212) 608-0555,155 varick street,10013,american,10
6076,vapiano,78,3.6,(212) 777-9477,113 university place,10003,italian,8
6077,milk & cookies bakery,99,3.9,(212) 243-1640,19 commerce street,10014,desserts,6
6078,omai,86,3.6,(212) 633-0550,158 9th avenue,10011,vietnamese,4
6079,quality meats,314,3.7,(212) 371-7777,57 w 58th street,10019,"american,seafood,steakhouse",15
6080,convivium osteria,140,4.0,(718) 857-1833,68 5th avenue,11217,"italian,mediterranean",7
6081,sushi of gari,139,3.7,(212) 362-4816,370 columbus avenue,10024,"japanese,sushi",5
6082,burger & barrel,69,4.3,(212) 334-7320,25 w houston street,10012,"bar food,american",2
6083,peking duck house,90,3.4,(212) 759-8260,236 e 53rd street,10022,chinese,7
6084,japonica,130,3.6,(212) 243-7752,90 university place,10003,"japanese,sushi",6
6085,nanni's restaurant,79,3.4,(212) 697-4161,146 e 46th street,10017,italian,5
6086,le marais,158,3.8,(212) 869-0900,150 w 46th street,10036,"french,steakhouse",1
6087,claudette,8,3.0,(212) 868-2424,24 fifth avenue,10003,french,1
6088,daniela trattoria,57,3.4,(212) 869-3585,728 8th avenue,10036,italian,14
6089,ceci-cela patisserie,92,3.6,(212) 274-9179,55 spring street,10012,french,6
6090,nathan's famous,376,4.5,(718) 946-2705,luna park,11224,american,34
6091,44 & half,116,3.7,(212) 399-4450,626 10th avenue,10036,american,7
6092,umami burger,7,3.2,(917) 728-4400,brookfield place,10281,burger,1
6093,adobe blues,255,3.9,(718) 720-2583,63 lafayette ave,10301,"mexican,tex-mex",12
6094,brasserie beaumarchais,176,3.6,(212) 675-2400,409 w 13th street,10014,french,12
6095,casa enrique,58,4.7,(347) 448-6040,5-48 49th avenue,11101,mexican,9
6096,mayahuel,55,3.8,(212) 253-5888,304 e 6th street,10003,mexican,4
6097,arirang hibachi steakhouse,311,4.0,(718) 238-9880,8814 4th avenue,11209,"japanese,sushi",6
6098,momoya,187,3.8,(212) 989-4466,185 7th avenue,10011,"japanese,sushi",4
6099,v & t pizzeria,163,3.5,(212) 663-1708,1024 amsterdam avenue,10025,"italian,pizza",5
6100,salaam bombay,97,3.7,(212) 226-9400,319 greenwich street,10013,indian,8
6101,the little owl,511,3.8,(212) 741-4695,90 bedford street,10014,mediterranean,29
6102,cheryl's global soul,178,4.0,(347) 529-2855,236 underhill avenue,11238,"new american,soul food,asian",7
6103,bombay frankie roti roll,90,3.6,(212) 666-1500,994 amsterdam avenue,10025,"indian,sandwich",5
6104,donovan's pub,176,4.0,(718) 429-9339,57-24 roosevelt avenue,11377,"american,burger,bar food",14
6105,galli restaurant,48,3.5,(212) 966-9288,45 mercer street,10013,"italian,cafe",4
6106,taci's beyti,149,4.2,(718) 627-5750,1955 coney island avenue,11223,turkish,8
6107,pranna,91,3.7,(212) 696-5700,79 madison avenue,10016,asian,12
6108,sahara restaurant,217,3.7,(718) 376-8594,2337 coney island ave,11223,"american,mediterranean,turkish",4
6109,rye,95,3.4,(718) 218-8047,247 s 1st street,11211,"new american,bar food",7
6110,cooper's craft & kitchen,40,3.5,(646) 606-2384,87 2nd avenue,10003,american,5
6111,rossini's northern italian,85,3.5,(212) 683-0135,108 e. 38th street,10016,"italian,seafood",12
6112,scarpetta,301,4.0,(212) 691-0555,355 west 14th street,10014,italian,20
6113,serendipity 3,1687,3.6,(212) 838-3531,225 e 60th street,10022,"american,desserts",112
6114,three of cups,82,3.6,(212) 388-0059,83 1st avenue,10003,"italian,pizza",7
6115,philippe,105,3.3,(212) 644-8885,33 e 60th street,10022,"asian,chinese",8
6116,black iron burger,103,3.7,(212) 677-6067,540 e 5th street,10009,"american,burger",9
6117,aria wine bar,98,3.3,(212) 242-4233,117 perry street,10014,"bar food,italian",11
6118,mezetto,13,3.1,(212) 933-4587,161 east houston street,10002,"mediterranean,tapas",7
6119,orsay,111,3.5,(212) 517-6400,1057 lexington avenue,10021,french,10
6120,black shack burger,120,3.8,(212) 213-0042,320 lexington avenue,10016,"burger,american",13
6121,abraco,111,3.9,(212) 388-9731,86 e 7th street,10003,"cafe,desserts,coffee and tea",10
6122,gino's pizzeria,273,4.0,(718) 748-1698,7414 5th avenue,11220,"pizza,italian,sandwich",6
6123,delizia 92 ristorante & pizza,80,3.6,(212) 996-3720,1762 2nd avenue,10128,italian,6
6124,mcsorley's old ale house,321,4.3,(212) 473-9148,15 e 7th street,10003,"bar food,irish",28
6125,john & joe's pizzeria,274,3.5,(718) 409-9776,749 lydig avenue,10462,pizza,15
6126,da marino,67,3.3,(212) 541-6601,220 w 49th street,10019,italian,21
6127,bistro les amis,96,3.6,(212) 226-8645,180 spring street,10012,french,6
6128,la palapa,107,3.5,(212) 777-2357,77 saint marks place,10003,mexican,8
6129,nino's tuscany steakhouse,101,3.5,(212) 757-8630,117 w 58th street,10019,"italian,steakhouse",19
6130,fushimi,15,3.1,(718) 963-2555,475 driggs avenue,11211,japanese,2
6131,the lambs club,65,3.9,(212) 997-5262,132 west 44th street,10036,"american,seafood",4
6132,sammy's roumanian steakhouse,116,3.7,(212) 673-0330,157 chrystie street,10002,"eastern european,steakhouse,jewish",5
6133,harry's steak and cafe,108,3.7,(212) 785-9200,1 hanover square,10004,"american,seafood,steakhouse",8
6134,skinflints,206,4.1,(718) 745-1116,7902 5th avenue,11220,"bar food,american",10
6135,republic,495,3.7,(212) 627-7172,37 union square west,10003,"thai,vietnamese",27
6136,buttercup bake shop,109,3.4,(212) 350-4144,973 2nd avenue,10022,desserts,4
6137,riko peruvian cuisine,18,3.2,(212) 643-7555,409 8th avenue,10001,"peruvian,latin american,seafood",2
6138,yakiniku west,143,3.9,(212) 979-9238,218 e 9th street,10003,"japanese,bbq",0
6139,"paul's da burger joint""""",35,3.4,(212) 529-3033,131 2nd avenue,10003,"american,burger",5
6140,darbar,117,3.5,(212) 681-4500,152 e 46th street,10017,indian,12
6141,brio,101,3.5,(212) 980-2300,137 e 61st street,10021,italian,5
6142,bistro citron,97,3.8,(212) 400-9401,473 columbus avenue,10024,french,12
6143,kuma inn,103,3.9,(212) 353-8866,113 ludlow street,10002,"filipino,tapas,thai",5
6144,the thirsty koala,49,4.6,(718) 626-5430,35-12 ditmars boulevard,11105,australian,9
6145,the tippler,13,3.0,(212) 206-0000,425 w 15th street,10014,"german,spanish,tapas",4
6146,freemans,417,3.6,(212) 420-0012,8 rivington street,10002,american,15
6147,joe's ginger,34,3.2,(212) 285-0999,25 pell street,10038,chinese,5
6148,dirty french,28,3.3,(212) 254-3000,180 ludlow street,10002,"french,moroccan",2
6149,ignazio's,118,3.5,(718) 522-2100,4 water street,11201,pizza,19
6150,the queens kickshaw,75,4.0,(718) 777-0913,40-17 broadway,11103,"new american,cafe",6
6151,the strand smokehouse,53,3.7,(718) 440-3231,25-27 broadway,11106,"american,bbq",6
6152,amarone ristorante,132,3.7,(212) 245-6060,686 9th avenue,10036,"italian,mediterranean",11
6153,baked by melissa,54,3.9,(212) 842-0220,109 east 42nd street,10017,desserts,9
6154,atlantic grill,84,3.6,(212) 787-4663,49 west 64th street,10023,"seafood,sushi",7
6155,cucina di pesce,126,3.6,(212) 260-6800,87 e 4th street,10003,"italian,seafood",3
6156,frankie & johnnie's steakhouse,114,3.4,(212) 997-9494,269 w 45th street,10036,steakhouse,11
6157,empanada mama,295,4.0,(212) 698-9008,763 9th avenue,10019,latin american,18
6158,valbella,99,3.5,(212) 645-7777,421 w 13th street,10014,italian,10
6159,l'asso,132,3.6,(212) 219-2353,192 mott street,10012,"italian,pizza",3
6160,pravda,76,3.6,(212) 226-4944,281 lafayette street,10012,"bar food,russian",2
6161,teresa's restaurant,128,3.9,(718) 797-3996,80 montague street,11201,polish,4
6162,goodfella's victory,154,3.5,(718) 815-8500,1817 victory boulevard,10314,pizza,20
6163,playwright tavern & restaurant,97,3.4,(212) 262-9229,times square,10019,american,6
6164,beyond sushi,29,3.4,(646) 861-2889,229 e 14th street,10003,"sushi,vegetarian",3
6165,rare view bar & grill - hilton fashion district,80,3.5,(212) 807-7273,hilton fashion district,10001,"burger,bar food,american",10
6166,sidecar,121,3.9,(718) 369-0077,560 5th avenue,11215,"bar food,american",11
6167,russian vodka room,31,3.3,(212) 307-5835,265 w 52nd street,10019,russian,6
6168,artichoke basille's pizza,431,4.0,(212) 228-2004,328 e 14th street,10003,pizza,26
6169,yama,103,3.7,(212) 475-0969,122 e 17th street,10003,"japanese,sushi",3
6170,robataya ny,62,3.7,(212) 979-9674,231 e 9th street,10003,japanese,2
6171,umi sushi,55,4.0,(212) 686-3308,118 e 31st street,10016,"japanese,sushi",5
6172,bistro milano,103,3.8,(212) 757-2600,1350 avenue of the americas,10019,"italian,american",11
6173,alma,119,3.5,(718) 643-5400,187 columbia street,11231,"mexican,tex-mex",7
6174,two boots pizza,63,3.8,(212) 254-1919,44 avenue a,10009,pizza,5
6175,takahachi,128,3.6,(212) 505-6524,85 avenue a,10009,"japanese,sushi",4
6176,burgers & cupcakes,102,3.4,(212) 643-1200,458 9th avenue,10018,"desserts,burger",8
6177,mighty quinn's barbeque,5,2.9,(646) 649-2777,brookfield place,10281,bbq,1
6178,irving farm coffee roasters,118,3.6,(212) 995-5252,71 irving place,10003,cafe,2
6179,l & b spumoni gardens,816,4.1,(718) 372-8400,2725 86th st,11223,"italian,pizza",48
6180,99 miles to philly,122,4.1,(212) 253-2700,94 3rd avenue,10003,"sandwich,american",5
6181,meijin ramen & dessert bar,22,3.4,(212) 327-2800,1574 2nd avenue,10028,"ramen,desserts",3
6182,el quijote,124,3.5,(212) 929-1855,226 w 23rd street,10011,"spanish,tapas",9
6183,jewel bako,89,3.8,(212) 979-1012,239 east 5th street,10003,"japanese,sushi",7
