custom_id,brand,modelno,title,price,descr,shipweight,dimensions1,dimensions2,dimensions3
1916,targus,,targus sport notebook backpack,29.97,padded sleeve protects notebooks with screens up to 15.4,0.0,0,0,0
1917,mohawk,54301,mohawk color copy 100 percent recycled paper 8-1 2 ream of 500 sheets,11.47,ream of 500 sheets 96 ge brightness rating acid-free for archival quality,7.228,0,0,0
1918,nxg,nx3dglrk,nxg nx-3dglrk 3d active small rechargable glasses for lg and hisense,77.88,compatible with the following 2010 lg 3d-ready hdtvs - lx9500 lx6500 lex9 and lex8 lightweight glasses run for up to 50 hours of continuous use with full charge,0.35,7.0,5.0,2.5
1919,dell,dell allinone,dell mercury silver inspiron one io2305-1109msl all-in-one desktop pc with amd ii athlon x2 240e processor 1tb hard drive 23  multi-touch monitor and windows 7 home premium,748.0,amd athlon ii x2 240e processor 4gb memory 1tb hard drive 23  multi-touch display webcam 7-in-1 card reader wi-fi windows 7 home premium,29.15,27.01,21.89,9.13
1920,creative labs,mf8090aa004,creative labs d100 speakers green,79.99,compatible with bluetooth wireless devices listen to mp3 players via aux port range 10m,2.9,15.6,5.6,5.3
1921,stanley bostitch,eps10hc,stanley bostitch quiet sharp 6 commercial desktop electric pencil sharpener blue,37.57,xhc technology outlasts single blade models 6-size selector dial oversized suction cup base for stability,4.106,0,0,0
1922,balt,89904,balt fold-n-stow workstation teak silver,164.94,full desk or folds to a filing cabinet three 9-3 4  high box drawers,59.0,41.75,29.75,19.875
1923,avery,5289,avery postage meter labels for personal post office e700 1-3 16 x 6 white 60 pack,9.54,includes 60 labels label size 1-3 16  label color white,0.21899999999999997,0,0,0
1924,hp,hp officejet 7500,hp officejet 7500a wide format e-all-in-one printer w eprint mobile printing   airprint,249.98,wireless and eprint capabilities from multiple computers and devices now with airprint - print wirelessly from your iphone ipad and ipod touch change ink cartridges individually,30.8,23.86,16.77,11.54
1925,accell,a111b010b,accell premium series 10 usb 3.0 a b cable,13.88,superspeed 5gbps throughput backwards compatible with usb 2.0 cable length 10,0.4,9.8,2.8,1.9
1926,antec,vsk2000,antec new solution vsk-2000 chassis,55.2,perforated front bezel delivers maximum air intake cpu cut-out allows for easy installation of cpu coolers cable management compartment organizes cables discreetly,14.5,21.9,20.6,10.8
1927,inland,8562,inland proht film screen protector for ipad,14.99,highly transparent material prevents scratches on screen easy to change,0.3,12.2,7.9,2.0
1928,iosafe,pa50500u5yr,iosafe rugged 500gb usb 3.0 portable external hard drive,299.98,storage capacity 500gb usb 3.0 5 years of data recovery services,1.0,10.0,8.0,3.0
1929,kingwin,kf251bk,kingwin mobile rack storage bay adapter,27.88,2.5  dual bay internal hot swap rack durable dual bay door with key lock patented non-scratch sata connector,1.02,7.0,5.0,2.0
1930,serif  inc,casbusmbrt,serif craft artist scrapbooks,28.88,drag and drop function personalize every design with photos and text built in photo editor to make your photos perfect,0.8,7.6,5.6,1.6
1931,targus,bus0250,targus ipad deluxe zierra case and accessory bundle black,79.99,zierra case for ipad anti-bacterial screen protector stylus,2.0,11.13,8.75,2.0
1932,xfx,hd567xznl3,xfx ati radeon 5670 hd pci-express 1gb ddr3 graphics card,91.88,memory size 1gb ati eyefinity technology pci express 2.1 support,1.0,10.5,7.0,2.0
1933,hp,c6656an,hp 56 black inkjet cartridge c6656an,23.97,for dj5550 ps1750 ps7350 andps7550 printers rich black for optimal printing of text photos and graphics,0.2,5.53,4.6,4.5
1934,epson,t060320,epson t060320 ink cartridge magenta,16.84,durabrite ultra inks produce bold text and rich vibrant colors and are excellent for double-sided printing,0.15,5.6,4.4,0.8
1935,seagate,,seagate blackarmor nas 440 is a 4tb network attached storage server,599.0,store and access files froma central secure location access and manage files remotely back up or move files toa secondary storage device perform full-system backups automatically on network-connected pcs share a usb printer with network-connected pcsand macs encrypt individual files to entire volumes of data stream media with dlnaor itunes,0.0,0,0,0
1936,comprehensive,wp2100epac,comprehensive wallplate with vga stereo mini s-video and 5 rca connectors,77.6,this double gang wall plate has an anodized clear backing plate with vga stereo mini s-video and 5 rca connectors. it is available in both a soldering required version and a passthru solder-free version. features -vga connector -stereo mini connector -s-video connector -5 rca connectors -anodized clear plate comprehensive offers a lifetime warranty on all products,0.5,0,0,0
1937,v7,m42n017n,v7 m42n01-7n 2.4 ghz wireless laser mouse with stoable nano receiver,24.84,2.4ghz wireless laser mouse with storable nano receiver  highly durable textured plastic the mouse provides a smooth gliding experience  the mouse is 100 percent compatible with windows 2000 xp vista or above,1.5,7.65,5.625,2.7
1938,kingston,kthmlg42g,kingston kth-mlg4 2g 2gb ddr2 240-pin sdram server memory module,55.92,compatible with hewlett-packard server - proliant dl380 g4 ml370 g4 bl20p g3  240-pin form factor,0.15,6.03,3.6,0.18
1939,jaton,videopx558dt,jaton video-px558-dt geforce 8400 gs graphics card,72.82,standard memory 512 mb  maximum resolution 2048 x 1536  platform support pc,0.85,7.2,6.6,2.7
1940,epson,s041667,epson s041667 premium glossy photo paper,45.2,bright white high gloss photo paper  for use with inkjet printers  ideal for high quality photos,1.9,10.17,7.92,0.45
1941,ambir,ds490as,ambir ds490-as imagescan pro 490i duplex id card   document scanner,307.54,usb powered 1mm paper path handles laminated cards 600dpi scanning,3.0,15.0,9.0,4.6
1942,draper,250014,draper m1300 cineperm fixed frame screen - 100 diagonal ntsc format,388.25,cineperm permanently tensioned projection screen is a snap-on projection screen with aluminum frame. provides contemporary theatre-like appearance wherever a fixed screen is required. flexible viewing surface is stretched perfectly flat and snaps onto a 1 tubular aluminum frame for superior image quality. features -now available in 2.35 1 cinemascope 16 10 and 15 9 laptop presentation formats..-suitable for mounting to a wall or a ceiling or flying for theatrical uses..-switch instantly between two projection formats with the optional eclipse masking system..-custom sizes available.-warranted for one year against defects in materials and workmanship.. screen material m1300 the perfect matt white diffusing surface. extremely broad light dispersion and spectral uniformity. panoramic viewing angle and true color rendition. recommended for use with any type of projector in rooms where the light level can be reasonably controlled. washable,27.0,0,0,0
1943,syba multimedia,sd89300656,syba internal pci 4-port sata controller card,23.82,ports 4 x internal sata pci 32-bit 66mhz interface integrated sata transport link logic and phy layer,0.52,7.0,5.5,1.5
1944,kenwood,kfc6993ps,kenwood 6  5-way performance series flush mount speakers 500 watts,84.99,impedance 4 ohms peak input power 500w ferrite magnets,9.8,9.0,6.0,3.0
1945,lexmark,lexmark pro901,lexmark pinnacle pro901 wireless-n all-in-one printer scanner copier fax,199.99,world s lowest black ink cost print 500 pages with a 4.99 cartridge 4.3  color lcd touchscreen,26.6,18.31,15.42,9.83
1946,startech,sat2510bu3,startech 2.5in superspeed usb 3.0 sata hard drive enclosure sat2510bu3,27.98,includes versatile usb cable complete usb 3.0 connections easy installation of 2.5  hard drive or ssd into enclosure,0.5,7.0,5.3,1.6
1947,verbatim,97159,verbatim 1tb mediashare home network storage server,109.98,back up laptops and save important files remotely upload download and manage files stream music photos and video,5.0,11.7,8.9,4.0
1948,chief manufacturing,,chief manufacturing adjustable dual plasma lcd display floor stand stand only  30 - 50 screens,700.99,chief s mf2-6000 floor stand supports two plasma lcd displays from 30 to 50 each back-to-back and features telescoping height adjustment and integrated cable management. it also features chief s clickconnect  technology same great features as the q-latch mounting system plus - audible click confirms flat panels are locked in place no tools or levers offers quick connect disconnect. this floor stand is great for digital signage and corporate presentations. features -telescoping tool-less height adjustment from 4 to 7 in 2 increments -centris  fingertip tilt to achieve the perfect viewing angle in any environment with a sefl-balancing tilt that won t sag or drift -flexible cable management covers hide cables out of sight for a fast clean installation -includes integrated security with the addition of a padlock -mounts in portrait or landscape positions -modular base design for easy handling -weight capacity 250 lbs 125 lbs per mount -msb adapter plate required see related products chief warrants its products excluding electric gas cylinder and one-way bearing mechanisms to be free of defects in material and workmanship for 10 years. please note this item cannot be shipped to puerto rico about chief manufacturing for over a quarter of a century chief has been an industry leader in manufacturing total support solutions for presentation systems. chief s commitment to responding to growing industry needs is evident through a full line of mounts lifts and accessories for projectors and flat panels utilizing plasma and lcd technologies. chief is known for producing the original roll pitch and yaw adjustments in 1978 to make projector mount installation and registration quick and easy. today chief c,206.0,91.0,43.0,36.0
1949,hp,hp vp052aaaba,hp in-ear stereo headset,14.88,includes three sizes of silicon ear tips outstanding bass isolating seal enhances performance,0.15,1.13,0.88,0.5
1950,bic,mpep241blk,bic ecolutions mechanical pencil 0.7mm black 24-count,7.29,76 recycled plastic lead does not smudge and erases cleanly 3 full length leads per pencil,0.33,7.5,4.1,1.3
1951,skb cases,3skbx372221,skb cases roto x shipping case in gray without foam 21 h x 37.25 w x 21 d interior,584.99,features -constructed of lldpe lmde. -ata rated. -stackable. -accepts optional caster kit most models . -padlockable recessed latches. -spring-loaded recessed handles. specifications -lid depth 6.5 . -base depth 15.25 . -interior dimensions 21 h x 37.25 w x 21 d. -exterior dimensions 23.88 h x 39.5 w x 24.25 d.,53.0,39.5,24.25,23.88
1952,incipio,ip909,incipio ipod touch 4g feather hard shell case matte black,23.75,ultra light ultra strong impact resistant polymer 1mm thin soft touch matte finish,1.0,4.6,2.5,0.2
1953,pc treasures,7667,pc treasures clickit classic mouse black,16.8,5-button mouse with scroll wheel range 30 switches between 400 800 and 1600 dpi for responsiveness,0.25,4.5,2.5,1.5
1954,startech,mpex1394b3,startech 3-port 2b 1a 1394 mini pci express firewire card adapter,69.0,adds external firewire connection to your pc very small form factor for embedded systems pcie adapter card supports latest external firewire storage devices,0.35,8.3,5.75,1.85
1955,dell,dell inspiron 620,dell piano black inspiron 620 i620-9994nbk desktop pc bundle with intel core i5-2310 processor 1tb hard drive 24  lcd monitor and windows 7 home premium,798.0,intel core i5-2310 processor 8gb memory 1tb hard drive 24  widescreen lcd monitor 8-in-1 card reader wi-fi windows 7 home premium,40.0,28.44,20.25,17.25
1956,,r33010sst,post-it pop-up notes super sticky super sticky pop-up notes 3 x 3 tropical 10 90-sheet pads pack,15.94,tropical colors perfect for vertical surfaces self-adhesive,0.91,0,0,0
1957,post-it,2700w,post-it super sticky color-coding labels 2700-w,10.48,quick lift label size is 2  150 labels per pack,0.48,12.3,9.6,0.25
1958,wilson jones,36834nbl,wilson jones basic vinyl round ring binder,6.79,2 inside pockets open and close triggers for easy access to your documents,0.907,0,0,0
1959,,216070c08,mmf industries self-adhesive currency straps,9.2,keep your bills organized with the mmf industries self-adhesive currency straps. the mmf industries self-adhesive currency straps conform to bank standards when used to hold 100 notes.,0.9940000000000001,0,0,0
1960,da-lite,27573,da-lite da-plex deluxe rear projection screen - 78 x 139 hdtv format,7452.99,da-lite offers a wide range of rigid rear projection screen systems for any need ranging from corporate boardrooms to home theaters designed to provide the highest resolution and most accurate color fidelity. with da-lite rear projection screens viewers can enjoy bright high resolution images without turning the lights off. this coating is deposited on a transparent glass da-glas or acrylic da-plex substrate. da-lite utilizes a special coating process which chemically bonds the optical layer to the substrate creating a very high degree of adhesion guaranteed not to peel or strip off. deluxe frame features -impressive architectural design adds sophistication to any installation -1-3 4 x 3 rectangular base tube -dovetail frame eliminates light leakage -black anodized finish -frame size equals screen viewing area plus 5-1 2,621.0,0,0,0
1961,nikon,sb700,nikon speedlight sb700 electronic flash for d7000,329.0,commander mode 3 light distribution patterns color filter identification,2.05,5.0,4.1,2.8
1962,arkon,sm512,arkon mini friction dashboard windshield cell phone mount,18.97,fits large-sized smartphones universal cell phone windshield dashboard mount 360 degree swivel,1.85,9.5,8.0,2.5
1963,startech,mu1mmsra,startech 1 slim 3.5mm to right angle stereo audio cable m m,7.88,slimline connector molding designed for use with portable devices molded connectors with strain relief gold-plated connectors,0.03,8.78,4.96,0.39
1964,human toolz,3n1mgc,human toolz 3-in-1 netbook pad galaxy black champagne,9.88,features aegis microbe shield microfiber cleans and protects use with 8  portable computers,0.16,8.86,5.31,0.04
1965,macsense,st828,just mobile aluminum slide stand for ipad silver,49.88,offers a wide range of viewing angles solid support for gaming and typing high quality aluminum construction,0.92,6.0,4.25,2.25
1966,3m,,3m porcelain whiteboard 8 x4 aluminum frame,710.99,3m porcelain magnetic dry-erase boards dry-erase board offers a durable porcelain magnetic dry-erase surface that erases quickly and easily without ghosting. aluminum sides with a black top and bottom frame give it a modern tech look. install horizontally or vertically with included mounting brackets and command picture hanging strips. dry-erase board includes marker and accessory tray. additional specifications -color aluminum. -quantity per selling unit 1 each. -total recycled content 0pct. product keywords 3m commercial office supply div. magnetic boards porcelain dry-erase boards dry erase,56.0,0,0,0
1967,cables unlimited,usb501005m,cables unlimited 15 usb 2.0 a to b cable clear,8.88,plug and play pc and mac compatible transfer rates up to 480mbps depending on usb version,0.5,180.0,5.0,1.0
1968,chief manufacturing,,chief manufacturing universal dual swing arm lcd wall mount in silver 26 - 40 screens,199.2,chief s jwd series dual swing arm lcd wall mount provides a broad range of motion for viewing medium flat panel displays 26 to 40 screens from multiple angles. the jwd series extends over 20 out and folds in close to the wall for a low-profile appearance when not fully extended. features -low profile design -gravity-centered tilt provided by patent-pending centris technology 15 degrees in any direction -mounts easily to a single stud -simple three-step installation -color silver specifications -fit screens 26 - 40 -vesa compatibility 100 x 100 mm up to 400 x 400 mm -depth from wall 2.69  68 mm -maximum extension 20.38  518 mm -swivel up to 180  -tilt  -15  -weight capacity 75 lbs chief warrants its products excluding electric gas cylinder and one-way bearing mechanisms to be free of defects in material and workmanship for 10 years. please note this item cannot be shipped to puerto rico  jwdu lcd wall arm mount technical data about chief manufacturing for over a quarter of a century chief has been an industry leader in manufacturing total support solutions for presentation systems. chief s commitment to responding to growing industry needs is evident through a full line of mounts lifts and accessories for projectors and flat panels utilizing plasma and lcd technologies. chief is known for producing the original roll pitch and yaw adjustments in 1978 to make projector mount installation and registration quick and easy. today chief continues to provide innovative mount features including the first-ever seismic-rated lcd and plasma wall mounts. for the highest quality in av mounting no name is trusted more than chief. all chief products are designed and manufactured at chief s main,15.8,20.375,14.6875,12.125
1969,chief manufacturing,,chief manufacturing fusion large tilt wall mount 37 - 63 screens,159.2,the installer-inspired tilt mount solves top flat panel installation problems offering perfect tv positioning and flexible adjustments for large flat panel screens while providing low-profile fingertip tilt with easy accessory attachment. features -centris low-profile tilt uses the center of gravity to balance the screen while maintaining a low profile -centerless shift provides up to 16  406 mm of post-installation lateral shift - 8  203 mm left right of uprights - for limitless centering -clickconnect offers an audible click when the screen safely engages with the mount -built-in cable stand provides easy access under the screen -a full line of accessories can be installed with the mount and the entire unit can be adjusted together -provides integrated security just add a padlock specifications -depth from wall 1.99  51 mm -tilt 0 - 12  -max lateral shift 16  406 mm -mounts on studs 16 20 24 -dimensions hxwxd 13.2 x 34.44 x 1.99  335 x 875 x 51 mm -max mounting pattern height - 19.9  506 mm width - 35.25  895 mm -weight capacity 200 lbs 90.7 kg -color black  ltau fusion large tilt mount installation instructions about chief manufacturing for over a quarter of a century chief has been an industry leader in manufacturing total support solutions for presentation systems. chief s commitment to responding to growing industry needs is evident through a full line of mounts lifts and accessories for projectors and flat panels utilizing plasma and lcd technologies. chief is known for producing the original roll pitch and yaw adjustments in 1978 to make projector mount installation and registration quick and easy. today chief continues to provide innovative mount features,21.15,0,0,0
1970,velcro,91655,velcro 12  memo board,9.88,includes 5 plastic clips available in multiple colors,0.95,12.0,12.0,0.5
1971,zip-linq,zip1394c08,zip-linq retractable 4pin to 4pin firewire cable,9.88,ziplinq s uniquely designed retractable firewire cable offers you a compact and portable solution for connecting all of your firewire devices,0.25,11.25,9.45,7.0
1972,genuine phillips,sps1070a17,philips 7-outlet power strip white 3,0.0,expands 1 grounded outlet into 7 dependable protection master on off switch,0.0,0,0,0
1973,sandisk,sdsdq008ga11m,sandisk 8gb microsdhc memory card,24.88,supports sdhc-compatible host devices.,0.2,6.0,4.8,0.4
1974,iosafe,sl1000gbusb20,iosafe solo - 1 tb fireproof waterproof external hard drive includes 1k disaster recovery service,199.58,iosafe solo the world s first affordable high capacity disaster proof hard drive  iosafe flosafe air cooled technology  protects precious digital memories from fires   floods.  back up your pc or laptop hard drives  fire 1550 f 1 2 hr per astm e119 datacast technology  flood full immersion 10 ft. 3 days hydrosafe technology  store and protect from fire and flood your precious photos music and video libraries  active cooling for reliable operation  operates at up to 35c 95f up to 1.5 tb storage capacity  usb 2.0 interface  compatible with windows linux and macintosh,17.0,17.0,10.0,8.0
1975,asus,vw246h,asus 24  class full-hd 1080p lcd monitor vw246h,199.0,energy star-qualified 19201080 resolution  20 000 1 dynamic contrast ratio   hdmi port,16.95,25.16,18.6,7.25
1976,pc treasures,7068,pc treasures pocketpro 11.6  netbook case red,15.88,for netbooks with screens up to 11.6 inches  made of durable neoprene  interior and exterior pockets,0.75,12.5,9.5,1.25
1977,swann,swa49d5,swann alpha d5 - aio 19  h.264 4 channel security camera dvr,749.54,in this day and age you can never be too safe or too prepared. the good news is that it has never been easier or more convenient to protect your business your home and your family with a comprehensive security solution.with the d05 19  lcd all-in-one dvr security system from swann s alpha series. it all adds up to one of the most comprehensive and convenient security solutions around.,17.6,17.4,15.0,7.7
1978,hp,ed493ut,hp ed493ut smart auto power adapter,97.88,power your hp notebooks in your car and charge the internal battery simultaneously  90w maximum output power,1.3,8.5,7.9,1.3
1979,brother,tz232,brother tz232 laminated tape cartridge,19.88,white laminated tape  ideal for flat surfaces like office paper file folders and binders  water resistant  1 roll - .5  x 26,0.15,6.12,3.87,0.99
1980,iomega,34837,iomega 1tb ego desktop usb 2.0 portable hard drive - midnight blue,89.98,storage capacity 1 tb interface usb 2.0 color midnight blue,3.0,9.0,6.0,2.5
1981,sony,mdras30g,sony mdras30g sport headphones - behind the neck,19.88,impedance 24 ohms at 1khz 30 mm driver includes hard carrying case and extension cord,0.45,9.2,7.2,2.0
1982,hp,hp ch565a,hp 82 high-capacity black inkjet cartridge ch565a,39.88,69-ml. cartridge is compatible with the hp designjet 510 printer series,1.0,6.18,4.69,1.65
1983,pc treasures,7316,pc treasures slipit 15.6  laptop case green,15.6,durable lycra exterior shell weather resistant front pocket for accessories,1.5,15.0,10.0,1.0
1984,incipio,ipad228,incipio smart feather for apple ipad 2 lime,33.25,apple smart cover magnets adhere near each of the two side corners hard shell polycarbonate material less than 1mm in thickness,1.0,9.5,7.5,0.2
1985,gear head,cf3000u,gear head dual laptop cooling fan cf3000u,15.0,form factor side fan   application usage notebook,6.96,17.32,10.99,2.72
1986,avery,58660,avery address inkjet label clear 750ct,0.0,professional-looking labels easy peel label sheets pop-up edge,0.0,12.0,1.0,1.0
1987,eaton,3s750,eaton 3s750 ups 750va,86.88,plug and play capability features hid-compliant usb port integrated shutdown capability,11.18,16.25,9.0,5.25
1988,iluv,icc790blk,iluv icc790blk universal windshield smartphone mount kit black,24.88,docking plate holds device rotating bracket is adjustable for easy viewing includes iphone and ipod charge and sync cables and mini car adapter,0.2,6.1,6.0,3.2
1989,stanley bostitch,540,stanley bostitch 00540 antijam extra heavy-duty stapler 215-sheet capacity black,65.0,antimicrobial finish heavy duty design antijam design eliminates staple jams,3.647,0,0,0
1990,avery,,avery notetabs 3 cool assortment perforated 12-pack,6.75,turns like a divider for easy reference write on both tab and body surfaces made of durable material,0.0,0,0,0
1991,avery,17548,avery 2  durable view binder black,5.47,holds up to 400 8-1 2  sheets new ez-turn ring design for smooth page turning gap free ring,1.4,11.625,11.01,3.001
1992,cocoon innovations,cns360gy,cocoon innovations 11  neoprene ipad netbook case gray,34.99,lined zipper compartment detachable adjustable padded shoulder strap water resistant,1.4,14.0,9.0,1.75
1993,wintec,3fmsd4gbr,wintec filemate 4gb sdhc secure digital flash memory card,7.99,compatible with high capacity devices low power consumption extended memory life,0.14,5.25,4.13,0.63
1994,link depot,c6m10rdb,link depot 10 ethernet enhanced cat6 networking cable red,4.68,category 6 enhanced 550mhz tia eia 568b.2 utp unshielded twisted pair,0.85,12.0,7.5,0.5
1995,link depot,hdmi10micro,link depot 10 gold plated hdmi to hdmi micro high speed hdmi cable with ethernet,7.98,provides an interface between any audio video source hdmi supports high-definition video transmits all atsc hdtv standards,0.85,8.0,6.5,1.0
1996,epson,v13h010l38,epson 2000 hours uhe replacement projector lamp v13h010l38,291.84,,0.6,5.6,5.5,5.0
1997,da-lite,90543,da-lite silver matte model c manual screen - 6 x 8 av format,420.45,features -ideal for large size conference or training rooms..-permanently lubricated steel ball bearings combined with nylon bushings and heavy-duty spring assembly offers smooth operation even in demanding applications..-optional floating mounting brackets allow the model c to be mounted onto wall or ceiling studs and aligned left or right after installation by releasing two sets of screws..-pull cord included.. screen material silver matte a uniquely designed screen surface with a specifically designed silver finish. this surface is perfect for situations where a silver surface is necessary for a polarized 3-d projection. the matte finish of this surface successfully rejects ambient light. screen surface can be cleaned with mild soap and water. flame retardant and mildew resistant. viewing angle 30  gain 1.5,52.0,0,0,0
1998,d-link,dgs1005g,d-link dgs-1005g 5-port gigabit desktop switch,27.88,5-port gigabit desktop switch developed using d-link green technology designed with the small or home office user in mind,1.1,10.0,8.3,2.8
1999,samsung,ln22d450,samsung 22  class lcd 1080p  60hz hdtv ln22d450,224.0,21.5  diagonal screen size hdmi input 1  wall mountable connectshare jpeg,14.65,21.4,15.6,6.8
2000,siig,jkwr0612s1,siig wireless ultra-slim multimedia mini keyboard,30.88,ultra-slim design at only 0.3  thick space saving mini keyboard and wireless nano receiver ultra-comfortable laptop style x-scissors type keypad,1.1,12.3,6.5,0.8
2001,bower,relaunch ss2477g,bower ss2477 digital wrist strap grey,7.98,neoprene wrist strap attaches to the strap connector includes a quick release for easy detachment,0.05,4.5,4.4,4.0
2002,mukii,tip230u2bk,mukii tip-230u2-bk 2.5  sata to usb 2.0 portable hard drive aluminum enclosure black,11.98,compatible with any 2.5  sata hard drive usb interface for easy data access aluminum case provides excellent heat dissipation,0.05,7.0,4.14,2.0
2003,hp,c9723a,hp color laserjet 4600 smart print cartridge magenta,234.84,designed for outstanding results with the hp color laserjet 4600 series printers page yield 9 000,4.2,12.0,6.0,4.0
2004,olympus,261010,olympus zuiko 8mm f3.5 digital fisheye lens,721.54,compatible with e-series slr cameras focal length 8mm 35mm equivalent focal length 16mm and 180 angle of view 10 elements in 6 groups including ed lens elements 75 x 132mm minimum field size f3.5 maximum aperture f22 minimum aperture,1.7,7.0,5.0,4.75
2005,pioneer,cdxp680,pioneer cdx-p680 6-disc cd changer,218.0,6-disc capacity 8x oversampling 1-bit d a converter agc for optimum cd tracking performance playback compatible with digital audio cd-r,7.5,13.75,10.0,8.0
2006,kingston,,mem 1gb 1333mhz ddr3 non-ecc cl9,14.92,programmable cas write latency cwl  9 ddr3-1333 bi-directional differential data strobe programmable additive latency 0 cl - 2 or cl - 1 clock,0.0,0,0,0
2007,cables unlimited,usb1870,cables unlimited usb 2.0 7 port hub with power,27.0,perfect solution for connecting digital cameras external hard drives flash drives and printers to a pc or mac transfers data at up to 480mbps 7 external auto speed selectable usb type a downstream ports works seamlessly with all usb 1.1 and usb 2.0 devices saves desk space with stackable slim-line design ce and fcc approved,0.35,9.2,3.3,2.2
2008,flip video,u1120w,flip ultra u1120 white camcorder 2 hour recording time 4gb 2nd generation,109.0,easy-to-use pocket-sized camcorder featuring one-touch recording and digital zoom captures 120 minutes of full vga-quality video on 4 gb of built-in memory no tapes or additional memory cards required,0.85,4.25,2.19,1.17
2009,roocase,219943,roocase 2 in 1 capacitive stylus   ballpoint pen for ipad 2 tablet,15.99,roocase 2 in 1 capacitive stylus   ballpoint pen for ipad 2 tablet this roocase stylus works with all capacitive screen with built in pen for paper note taking. compatible with apple ipad ipad 2 blackberry playbook motorola xoom barnes and noble nook color samsung galaxy tab and all other capacitive touchscreen devices ultra responsive capacitive stylus that works with all touch screen lightweight aluminium pen body that weighs in at only 0.6 oz stylus length 118mm. removable cap covers ballpoint pen end when not in use replaceable pen refill clip that can attach to shirt or pants pocket,0.3,4.75,0.2,0.2
2010,edge,pe197780,edge 1gb 1x1gb pc25300 ecc unbuffered 240 pin ddr2 dimm,26.82,highest quality memory available lifetime warranty and double tested to ensure compatibility,0.25,9.0,6.0,3.0
2011,draper,119036,draper glass beaded ultimate access series e electric screen  - av format 9 x 9,2399.45,ultimate access series e electric ceiling-recessed projection screen. you can install the case first screen later. motor-in-roller assures quiet and smooth operation. ceiling-recessed screen with an independently motorized ceiling closure. when the screen is retracted the motorized closure forms a solid bottom panel giving the ceiling a clean appearance. features -now available in 16 10 and 15 9 laptop presentation formats.-at the touch of a switch or wireless transmitter the door of the ultimate access opens into the case before the viewing surface descends into the room. your audience will be impressed by its precision timing and quiet fluid movement..-with control options it can be operated from any remote location..-depending on surface available in sizes through 12 x 12 and 15 ntsc..-custom sizes available..-warranted for one year against defects in materials and workmanship.. screen material glass beaded brighter on-axis viewing than matt white surfaces within a narrower viewing cone. some loss of clarity. not for use with ceiling or floor mounted projectors. flame and mildew resistant but cannot be cleaned. now available seamless in all standard sizes through 10 high.,152.0,0,0,0
2012,sumdex,154678,sumdex neometro route brief for 17  macbook pro,55.99,sumdex neometro route brief for 17  macbook pro organizer panel with pocket for iphone ipod in scratch free plush lining plus pockets for other accessories roomy front zipper pocket and back open pocket cushioned handles and adjustable detachable padded shoulder strap back panel luggage strap for travel convenience,3.68,16.25,12.25,2.25
2013,kimberly-clark professional,5812,kimberly-clark professional wypall l30 wipers 90 sheets 12 ct,59.97,,17.0,22.25,12.563,12.375
2014,xantech,29110dbkit,xantech 29110dbkit designer hidden link infrared kit black,56.88,1 x xan29110db designer hidden link ir receiver 1 x xan78944 1-zone connecting block 1 x xan781rg power supply,1.15,6.2,5.55,3.3
2015,storm,im230630001,storm 2306 case with foam olive drab,97.88,watertight crushproof and dustproof permanently attached vortex valve convoluted lid foam,6.0,18.6,9.1,7.1
2016,kimberly-clark professional,10442,kimberly-clark professional scott slimroll hand towel system white,44.97,,5.0,14.125,12.5,7.875
2017,asus,1015bmu17bu,asus blue 10.1  1015b-mu17-bu netbook pc with amd c30 processor and windows 7 starter,278.0,amd c30 processor 1gb memory 250gb hard drive 10.1  wsvga led backlit display webcam 3-in-1 card reader wi-fi windows 7 starter,4.16,12.0,10.0,2.5
2018,crown,ecr046ch,crown ecoplus mat 4 x 6 charcoal,144.97,,20.0,50.0,6.5,6.5
2019,wintec,3fmcf4gbr,wintec filemate 4gb compactflash memory card,15.98,reliable and durable compatible with today s most popular compactflash devices 4gb capacity,0.24,5.25,4.13,0.63
2020,hon,s82abcp,hon metal bookcase 34-1 2w x 12-5 8d x 81-1 8h,369.0,metal bookcases,97.0,81.125,34.5,12.625
2021,da-lite,27557,da-lite da-plex deluxe rear projection screen - 96 x 96 av format,6426.99,da-lite offers a wide range of rigid rear projection screen systems for any need ranging from corporate boardrooms to home theaters designed to provide the highest resolution and most accurate color fidelity. with da-lite rear projection screens viewers can enjoy bright high resolution images without turning the lights off. this coating is deposited on a transparent glass da-glas or acrylic da-plex substrate. da-lite utilizes a special coating process which chemically bonds the optical layer to the substrate creating a very high degree of adhesion guaranteed not to peel or strip off. deluxe frame features -impressive architectural design adds sophistication to any installation -1-3 4 x 3 rectangular base tube -dovetail frame eliminates light leakage -black anodized finish -frame size equals screen viewing area plus 5-1 2,544.0,0,0,0
2022,crown,cu3672bk,crown cushion-step rubber mat 36 x 72 marbleized black,194.97,,18.0,38.0,6.0,6.0
2023,symantec,21072828,pc tools spyware doctor 2011 1year user 3 pcs for pc,17.82,state awareness mode threatfire behavioral intelligence secures against web-based attacks reactive blacklists and proactive dynamic content analysis,0.15,8.0,5.04,1.03
2024,tribeca,fva3052,minnesota vikings camera case,19.99,capture that special moment and slip your camera in this minnesota vikings camera case before the next big play. made of high quality nylon the case features a stash pocket on the front to hold your memory cards and accessories.,0.0,0,0,0
2025,logitech,n315,logitech n315 lapdesk,24.88,stay cool design helps protect your legs and knees from laptop heat retractable mouse pad thin lightweight design,2.0,15.0,11.0,1.0
