custom_id,brand,modelno,title,price,descr,dimensions,shipweight
2362,Da-Lite,27628,Da-Lite Da-Glas Standard Rear Projection Screen - 50 x 50 AV Format,1631.99,A Da-Lite Polacoat rear projection screen consists of a specially formulated optical coating designed to provide the highest resolution and most accurate color fidelity. This coating is deposited on a transparent glass Da-Glas or acrylic Da-Plex substrate. Da-Lite utilizes a special coating process which chemically bonds the optical layer to the substrate creating a very high degree of adhesion guaranteed not to peel or strip off. Standard Frame Features -Impressive architectural design adds sophistication to any installation -1 x 1-3 4 rectangular tube base -Dovetail frame eliminates light leakage -For screen panels 1 4 and 3 8 thick -Black anodized finish -Frame insert size equals screen viewing area plus 4,,223.0
2363,Mohawk,103945,Mohawk Brite-Hue Multipurpose Colored Paper,19.99,Multipurpose copy paper Intense colors refuse to be ignored,,5.927
2364,Da-Lite,92290,Da-Lite High Power Designer Contour Manual Screen with CSR - 50 x 67 Video Format,512.99,Features -Stylish curved aluminum extruded case with dimensions of 4-5 8 high and 4-3 32 deep..-Offered exclusively by Da-Lite the Controlled Screen Return CSR system adds an impressive feature to the Designer Contour  Manual. The CSR system ensures the quiet controlled return of the screen into the case providing optimal performance and smooth consistent operation. Screens with the CSR feature must be fully extended. There are not intermediate stopping positions..-Pull cord included.. Screen Material High Power A technological breakthrough providing the reflectivity and optical characteristics of a traditional glass beaded surface with the ability to clean the surface when necessary. Its smooth textured surface provides the highest gain of all front projection screen surfaces with no resolution loss. The moderate viewing angle and its ability to reflect light back along the projection axis make this surface the best choice for situations where there is a moderate amount of ambient light and the projector is placed on a table-top or in the same horizontal viewing plane as the audience. Flame retardant and mildew resistant. Viewing Angle 30  Gain 2.4,,30.0
2365,TOPS BUSINESS FORMS,99712,TOPS Classified Colors Notebook Narrow Rule 5-1 2 x 8-1 2 Orchid 100 Sheets,11.58,Plastic cover Perforated pages Chipboard back,,0.609
2366,Canon,4546B001,Canon CLI-226 Black Ink Tank,13.97,Ink Color Black ChromaLife100 Access to Creative Park Premium,4.25 x 3.75 x 1.0 inches,0.08
2367,Rubbermaid Commercial,MST15EPL,Rubbermaid Commercial Economical Round White Steel Step Can 1.5 gal,41.97,,11.5 x 8.0 x 8.0 inches,3.0
2368,Tandberg,5678-2,Tandberg Data 5678-2 SLR100 Cleaning Cartridge,39.88,Tape Technology SLR - SLRtape100,5.74 x 3.83 x 0.79 inches,0.42
2369,Thermaltake,KB-CHU003US,Thermaltake Tt eSports Challenger Ultimate Gaming Keyboard,89.52,Interface USB Operational systems Windows 7 Vista XP Number of Macro keys 14,22.0 x 9.0 x 2.0 inches,5.0
2370,SIIG,CE-VG0B11-S1,SIIG 4 x 1 VGA and Audio Switch with IR,33.88,Switches between 4 VGA sources and shares 1 VGA monitor Supports up to 1920 x 1440 Supports analog stereo audio,8.27 x 4.33 x 2.36 inches,0.77
2371,Luxor,LEMSS-B,Luxor Workstation with One  Adjustable Pull-Out Shelf,249.99,This workstation features one adjustable pull-out shelf 19.5 W x 16 D . Complete with surge suppressing electrical unit and cable track cord management system. Features -Integral safety push handle is molded into top shelf -Assembly required -4 casters two with locking brake -Retaining lip and sure grip safety pads prevent equipment from sliding -Molded plastic construction -Available in Black Gray or Putty -Weight 32 lbs -Dimensions 33 H x 24 W x 18 D -Manufacturer s LIFETIME WARRANTY,33.0 x 24.0 x 18.0 inches,33.0
2372,iFrogz,IPAD2SUMBLK,iFrogz Summit Case for iPad 2 Black,59.99,Folio-style case Fashioned from polyurethane with a polycarbonate core Colored snap-in inner case with contrast stitching,10.0 x 8.0 x 0.91 inches,0.29
2373,Cables To Go,13400,Cables To Go USB 2.0 A B Cable 9 Feet White,4.88,USB cable 9 feet long A B ends in white,108.0 x 2.0 x 0.3 inches,0.3
2374,Magellan,930-0023-001,Magellan Triton Carrying Case for 200 300 400 500,18.88,Magellan Triton Carrying Case for 200 300 400 500 Sturdy canvas carrying case keeps your Magellan Triton protected secure and right where you need it. Attach the case to a belt or strap for convenient access to your GPS,11.0 x 7.0 x 3.0 inches,0.2
2375,HP,HP CH634AN#140,HP 920 Cyan Officejet Ink Cartridge CH634AN,13.97,Get impressive color preserve your memories with photos that resist fading for generations approximately 300 pages,5.1 x 4.3 x 1.0 inches,1.0
2376,Case Logic,87978,Case Logic 48 Capacity Nylon CD DVD Binder,15.99,Case Logic 48 Capacity Nylon CD DVD Binder  Expandable 48 capacity CD binder,13.25 x 7.75 x 2.75 inches,1.3
2377,VisTablet,98-905W10050-000,VisTablet 98-905W10050-000 Mini Graphics Tablet,76.88,Quick and easy editing  1024 levels of pen sensitivity  3 inch by 5 inch work space,7.9 x 7.9 x 1.9 inches,1.5
2378,Safco Products,9740NC,Safco Roung Black Speckle Steel Bubble Wastebasket 6 gal,24.97,,12.5 x 12.0 x 12.0 inches,3.0
2379,LG,32LK330,LG 32  Class LCD 720p 60Hz HDTV 32LK330,344,31.5  diagonal screen size HDMI Inputs 3 Wall mountable SIMPLINK connectivity,31.5 x 22.2 x 8.1 inches,26.4
2380,Axis,GK-013,Axis GK-013 107-Key PS 2 Keyboard Black,9.72,PS 2 connection Compatible with Windows NT 98 2000 ME XP or later Black,19.0 x 7.75 x 1.5 inches,1.71
2381,Aleratec,280113,Aleratec Inc DVD CD Robo Racer Duplex,912.99,Automatic operation Creates labels and copies data onto discs in one process Creates up to 100 discs at a time,22.0 x 17.5 x 12.0 inches,23.25
2382,Sony,VCLHGE08B,Sony 30mm 37mm Wide End Conversion Lens,75.38,Magnification 0.8x Lens Construction 1 element in  group Includes protective case,2.45 x 2.45 x 0.73 inches,0.09
2383,Draper,102309,Draper HiDef Grey Access Series V Electric Screen  - NTSC 150 diagonal,2335.95,Motorized ceiling-recessed tab-tensioned front projection screen. Sleek white extruded aluminum case installs above ceiling. Trim flange finishes the ceiling opening. Tab-tensioned viewing surface and roller can be installed at the same time or can be added quickly and easily without tools at a later time. Features -Now available in 16 10 and 15 9 laptop presentation formats.-Install an Access case first and the screen later..-Motor-in-roller operation..-12 extra drop is standard.-Depending on surface available in sizes through 12 x 12 and 200 NTSC..-Custom sizes available..-Warranted for one year against defects in materials and workmanship.. Screen Material HiDef Grey A grey front projection surface that provides greater contrast and black reproduction than standard surfaces with a lower gain to handle today s super-bright projectors. The grey color enhances color contrast and black levels in the projected image and also allows for more ambient light in the audience area than traditional surfaces. Available on all tab-tensioned and permanently tensioned screens. Peak gain of 0.9.,,119.0
2384,BIC,BCL3012-CLR,BIC Print and Peel Mailing Labels 1 Clear 30 labels per Sheet 12-Sheets,10.99,Clear labels for printers Laser and inkjet compatible Labels are 1,12.6 x 9.3 x 0.3 inches,0.39
2385,Rubbermaid Commercial,757688YW,Rubbermaid Commercial Yellow Wavebrake Bucket Downward Pressure Wringer Combination 44 qt,219.97,,23.5 x 22.0 x 18.0 inches,20.45
2386,Solo,OF12BI0041,SOLO Cup Company Bistro Design Hot Drink Cups,32.97,Discontinue,14.562 x 13.062 x 11.0 inches,8.1
2387,Toshiba,46UL605U,Toshiba 46  Class LED 1080p 120Hz HDTV 46UL605U,749,46  diagonal screen size HDMI Inputs 4 Wall mountable Built-in Wi-Fi,51.0 x 30.85 x 7.25 inches,47.5
2388,Powermat,PBL01-001-US,Powermat Wireless Charging System for BlackBerry Torch,38.88,Includes Powermat charging mat power supply and battery door Seamlessly updates your BlackBerry Torch to wireless charging One time replacement,3.75 x 3.75 x 0.375 inches,1.0
2389,Avery,17024,Avery 1.5  Durable View Binder with EZ-Turn Ring Blue,7.47,Gap Free ring prevents misalignment Organize papers with 4 stacked pockets Holds 8-1 2  documents,11.625 x 10.25 x 2.251 inches,1.25
2390,Da-Lite,27650,Da-Lite Da-Glas Deluxe Rear Projection Screen - 84 x 84 AV Format,4958.99,Da-Lite offers a wide range of rigid rear projection screen systems for any need ranging from corporate boardrooms to home theaters designed to provide the highest resolution and most accurate color fidelity. With Da-Lite rear projection screens viewers can enjoy bright high resolution images without turning the lights off. This coating is deposited on a transparent glass Da-Glas or acrylic Da-Plex substrate. Da-Lite utilizes a special coating process which chemically bonds the optical layer to the substrate creating a very high degree of adhesion guaranteed not to peel or strip off. Deluxe Frame Features -Impressive architectural design adds sophistication to any installation -1-3 4 x 3 rectangular base tube -Dovetail frame eliminates light leakage -Black anodized finish -Frame size equals screen viewing area plus 5-1 2,,823.0
2391,Da-Lite,83225,Da-Lite Video Spectra 1.5 Model B Manual Screen - 84 x 84 AV Format,139.99,Features -Perfect for classroom and meeting room facilities..-Easy pull-down system locks at intervals to fit a variety of projection formats.-Nylon bearings provide smooth quiet operation for the life of the screen..-Case design allows for hanging from a ceiling or flush mounting to a wall..-Pull cord included.. Screen Material Video Spectra 1.5 This screen surface is specially designed with a reflective coating which provides an increased amount of brightness with a moderately reduced viewing angle. The increased gain of this surface makes it suitable for environments where ambient lighting is uncontrollable and a projector with moderate light output is utilized. Flame retardant and mildew resistant. Viewing Angle 35  Gain 1.5,,26.0
2392,Da-Lite,85311,Da-Lite High Power Model B Manual Screen with CSR - 96 x 96 AV Format,555.99,Features -Offered exclusively by Da-Lite the Controlled Screen Return CSR system adds an impressive feature to the ever-popular Model B design..-The CSR system ensures the quiet controlled return of the screen into the case providing optimal performance and smooth consistent operation. Screens with the CSR feature must be fully extended. There are not intermediate stopping positions..-Pull cord included.. Screen Material High Power A technological breakthrough providing the reflectivity and optical characteristics of a traditional glass beaded surface with the ability to clean the surface when necessary. Its smooth textured surface provides the highest gain of all front projection screen surfaces with no resolution loss. The moderate viewing angle and its ability to reflect light back along the projection axis make this surface the best choice for situations where there is a moderate amount of ambient light and the projector is placed on a table-top or in the same horizontal viewing plane as the audience. Flame retardant and mildew resistant. Viewing Angle 30  Gain 2.4,,36.0
2393,Case Logic,PLS-13 BLACK,Case Logic 13.3  Black Neoprene Notebook Sleeve,20,,13.5 x 10.25 x 1.75 inches,0.9
2394,Adobe,65096933,Adobe Acrobat X Standard Upgrade from Acrobat Standard 7 8 9 Windows,139.18,Optical Character Recognition OCR Easily save data in PDF documents to Microsoft Excel spreadsheets Seamlessly integrate PDF files into Microsoft SharePoint workflows,13.25 x 8.75 x 2.75 inches,2.0
2395,Western Digital,WDBACX7500ASL-NESN,Western Digital 750GB My Passport Essential SE USB 3.0 Silver Portable Hard Drive,96.98,Maximum capacity Automatic continuous backup Password protection and hardware encryption,7.0 x 6.06 x 2.0 inches,0.73
2396,Casio,EX-ZS10BE,Casio Exilim EX-ZS10 14.1MP Digital Camera Blue w 5x Optical Zoom 2.7  LCD Display,120,14.1 megapixel resolution Casio 26-130mm zoom lens 23 scene modes,3.7 x 2.2 x 0.76 inches,1.25
2397,Crown,SSR046CH,Crown Super-Soaker Polypropylene Wiper Mat With Gripper Bottom 45 X 67 Charcoal,139.97,,50.0 x 6.5 x 6.5 inches,15.0
2398,ITW Dymon,90006,ITW Dymon Scrubs Office Wet Wipes 50 sheets 6 ct,30.97,,10.5 x 8.75 x 7.0 inches,6.0
2399,Lenovo,8910B4U,Lenovo Black ThinkCentre M58 Small Form Factor Desktop PC with Pentium E5700 Processor and Windows 7 Professional,549,Intel Pentium E5700 processor 2GB memory 250GB hard drive Super-Multi DVD Burner Gigabit Ethernet Windows 7 Professional,22.0 x 16.0 x 10.0 inches,24.0
2400,Rubbermaid Commercial,757788YW,Rubbermaid Commercial Yellow Wavebrake Side Press Mop Bucket   Wringer Combo 35 qt,159.97,,21.3 x 20.6 x 16.6 inches,14.0
2401,BenQ,MS510,BenQ MS510 3D-Ready DLP Projector,599,Projection System DLP technology by Texas Instruments Native Resolution SVGA 800 x 600 Panel SVGA DMDTM x 1,13.0 x 11.8 x 7.7 inches,7.35
2402,AMZER,89721,Amzer Luxe Argyle High-Gloss Skin Case for Samsung GALAXY Smoke Gray,14.88,Designed to give you full access to your keyboard Does not impair critical control Both fashionable and functional,13.0 x 8.0 x 8.0 inches,7.0
2403,Crown,ET0035MB,Crown Ecostep Mat 36 X 60 Midnight Blue,59.97,,38.0 x 6.0 x 6.0 inches,10.0
2404,General Electric,33267,GE Composite A V Cable 12,0,Provides an A V connection to your audio and video source Works with TVs DVD players satellites VCRs AV receivers and DVRs,5.0 x 2.5 x 1.75 inches,
2405,Quartet,,Quartet Premium Dry-Erase Board in White with Aluminum Frame 48 W x 36 H,275.79,Ideal for heavy-use environments use Quartet Premium Dry Erase Board in White Aluminum Frame depend on top-of-the line Prestige Plus board it blends exceptional functionality with elegant design. The DuraMax Porcelain will not scratch or dent with heavy-use easy-to-maintain Total Erase surface will not stain or ghost looking new even after years of use. The steel-backed porcelain creates a magnetic surface doubling its use as a bulletin board for additional communication and collaboration needs. With patented Easy Mount hanging system allows for quick and secure installation. The board comes complete with four Quartet dry-erase markers Quick Clips for posting documents and attached marker tray. Features -Dry erase board. -White color. -Aluminum frame. -Anodized aluminum construction. -Premium magnetic porcelain marker board. -Doubles as a bulletin board and projection screen. -Depend on top-of-the-line Prestige Plus surface. -Trust DuraMax porcelain. -Total Erase surface. -Clean and maintain board with ease. -Secure board to wall with patented Easy Mount hanging system. -Includes four assorted Quartet dry-erase markers Quick Clips and mounting hardware.,48.0 x 36.0 x 3.13 inches,18.1
2406,HP,Q7553X,HP LaserJet 53X Black Print Cartridge,164.84,Approximate yield 7 000 standard pages  Compatibility HP LaserJet P2015 series printers,15.35 x 7.72 x 4.8 inches,2.85
2407,Cables Unlimited,MSC-5000-05M,Cables Unlimited - 6Pin to 6Pin Firewire Cable - 5 meters,13.88,Connect the latest 6Pin FireWire peripherals with our IEEE 1394 cables. Supporting data transfer rates up to 400Mbps these cables provide the high-speed connection needed for today s high performance Firewire peripherals to communicate with a PC or with each other.,18.0 x 12.0 x 9.0 inches,0.64
2408,Avery,5389,Avery Postcards for Laser Printers 4 White Uncoated Box of 100.,19.84,Do-It-Yourself printable postcards with ultra-fine perforations for easy separation Avery is a participating partner in Box Tops for Education,11.25 x 9.0 x 0.5 inches,1.15
2409,Sima,PLE,Sima 2-In-1 Lens Cleaner,9.88,Removes dust and dirt Self-replenishing flexible tip,8.0 x 3.5 x 1.0 inches,0.08
2410,Pioneer,CD-IU50V,Pioneer CD-Iu50V USB Interface Cable For iPod Iphone Tm,55.88,Compatible with AVH-P3100DVD Text information display Multiple search functions Repeat playback,7.0 x 3.2 x 0.75 inches,0.1
2411,Sanus,,Sanus 13 Full Mount in Black 13 - 27 Screens,66.99,The Vision Mount SF213 is a full-motion wall mount for flat-panel TVs and monitors up to 27 . Sanus Systems Virtual Axis technology allows the mount to tilt up and down with the touch of a finger. Full motion allows mount to extend retract and swivel up to 13 from the wall for easy viewing from multiple angles. Adjustment knob enables TV to move easily while maintaining tension and in-arm cable management easily conceals and routes cables. Post-installation level adjustment ensures TV is perfectly aligned even after hanging. Fits VESA 100 x 100 and 75 x 75 to accommodate virtually any flat-panel TV or monitor up to 27 and 45 lbs. Features -13 Full Mount for 13 - 27 TVs. -Black finish. -Allows TV to be pulled out and swiveled for best viewing. -Virtual Axis technology offers effortless tilt motion without the use of tools. -Built-in cable management system protects and conceals cables. -Lateral roll adjustment ensures TV is perfectly level after hanging. -Easy to install. -Hardware included. Specifications -Dimensions 9 H x 8 W x 3 to 13 D. -Mounting Pattern VESA 100 x 100 75 x 75. -Maximum TV Weight 45 lbs. -Tilt 15 -15 . -Swivel 90 -90 . -Roll 1 -1 . -Pan 90 -90 . For more information on this product please view the Manual Sheet below Manual For more information on this product please view the Specification Sheet below Specification,13.0 x 9.0 x 8.0 inches,5.0
2412,iHome,,iHome 2-in-1 Portable Speakers with built-in Headphones - Purple,94.88,A completely unique all-in-one portable speaker and headphone set that lets users listen in private or go full speaker mode to share their music with friends. Compatible with iPods iPhones laptops and any player with a headphone jack. The iHMP5 s secret lies in a magnetic proximity switch which activates the power amplifier and kicks the music to room volume.,,
2413,Lexmark,X651H11A,Lexmark X651H11A High-Yield Toner 25000 Page-Yield Black,565.2,Lexmark MFP Series Printers X658 X651 X652 X654 and X656  Duty Cycle 25000 Pages  High-Yield Black Toner,,5.95
2414,GN Netcom,2499-829-105,GN Netcom 2499-829-105 Jabra BIZ 2400 Duo USB Headset,184.88,Professional corded duo USB headset  Configured for PC-based IP telephony  Delivers pure Hi-Fi audio quality with multimedia applications,7.4 x 5.4 x 2.9 inches,0.65
2415,TRENDnet,TU2-700,TRENDnet TU2-700 7-Port High Speed USB Hub w Power Adapter,26.05,Data Transfer Rate Up to 480 Mbps USB 2.0  Ports 7 x Type A USB 2.0 Downstream 1 x Type B USB 2.0 Upstream  Form Factor External Hot-pluggable,7.11 x 5.67 x 2.25 inches,0.65
2416,Draper,104017,Draper Matte White Access Series E Electric Screen  - NTSC 11 diagonal,1550.5,The Access Series E. Motorized ceiling-recessed projection screen. Sleek white extruded aluminum case installs above ceiling. Trim flange finishes the ceiling opening. Viewing surface and roller can be installed at the same time or can be added quickly and easily without tools at a later date. Features -Now available in 16 10 and 15 9 laptop presentation formats.-Install an Access case first and the screen later..-Motor-in-roller assures quiet and smooth operation..-Depending on surface available in sizes through 12 x 12 and 200 NTSC..-Custom sizes available..-Warranted for one year against defects in materials and workmanship.. Screen Material Matte White The standard to which all other screen surfaces are compared. Matt white vinyl reflective surface laminated to tear-resistant woven textile base. A matt white surface diffuses projected light in all directions so the image can be seen from any angle. Provides accurate color rendition as well as superior clarity. Recommended for use with all high light output projection devices. Requires control of ambient light in the audience area. Washable flame and mildew resistant. Peak gain 1.0.,,105.0
2417,,Dock-5v,DICE 5v-Dock Cable - Optional 5v charging dock cable for iPod.  Dimensions 1x5x5,19,TBD,8.0 x 5.0 x 3.0 inches,0.2
2418,Draper,127134,Draper DiamondScreen Rear Projection Screen with System 200 Black Frame - 150 diagonal NTSC Format,28527.7,The first rear projection screen designed specifically for video and data projection this screen is well suited for most A V applications except those with large vertical viewing cones. This rear screen delivers a brilliant image and unlike most conventional rear screens the DiamondScreen is cast molded and derives its incredible optical performance from its patented Fresnel lenticular lens system. With its superior center-to-corner brightness ratio this is the world s most sophisticated most efficient rear projection screen.,,655.0
2419,Power Mate,PMM-1P-B2,Powermat Wireless Charging System for iPhone 3G and 3Gs,19.97,Powermat Wireless Charging System for iPhone 3G and iPhone 3GS,5.5 x 3.5 x 1.0 inches,1.0
2420,PC Treasures,7251,PC Treasures External DVD-ROM Drive Red,39.33,Reading Speed 24x CD-ROM 8x DVD-ROM Smart-X technology Built-in USB cable holder,6.0 x 6.0 x 1.0 inches,1.0
2421,Antenna,PS-003-17,Antenna Aurea Laptop Sleeve in Lavender,48,Unzip a sleeve unleash your dream  Antenna lifestyle has a FRESH new approach to bags...blending fashion with technology through good design and rigorous testing we strive to provide high quality solutions for the street mobile consumers. Unlike other bags that are plain and boring we ve designed collections of hip innovative bags to fit every side of the ambitious you. Free yourself and unleash your style. Features -Available in several sizes. -Quilt-padded lining. -Three grades of high-density padding. -Compressed from 11 mm of foams. -YKK no.5 zippers used for satisfying zippy sound and safety. -Also available in Ocean Blue and Black. -Compatible with 13 MacBook Macbook Pro MacBook Air Powerbook and most PCs. Specifications -13 Dimensions 13.9 H x 10 W x 1 D. -15 Dimensions 15.15 H x 10.75 W x 1 D. -17 Dimensions 16.5 H x 11.5 W x 1 D.,,3.0
2422,Safco Products,2984BR,Safco Public Square Brown Steel Recycling Container 42 gal,246.97,,45.75 x 17.25 x 17.25 inches,36.0
2423,MSI,R6670-MD1GD5,MSI ATI Radeon HD6670 1GB DDR5 PCI-Express Video Card,107,Chipset Radeon HD6670 Engine Clock 800MHz Video Memory 1GB DDR5,11.8 x 7.0 x 2.5 inches,0.5
2424,SKB Cases,1SKB-2416DJ,SKB Cases ATA Utility Case 10 3 8 H x 24 11 16 W x 19 13 16 D outside,239.99,This series of six quality versatile utility cases offers the molded in bumper protection that is the cornerstone of SKB case design and offers ATA rated strength and durability. The popular SKB Attache has contemporary rugged styling with grey tweed and black liner. Can be used as a -Pro Audio Case -DJ Single Turntable Case Features -Rugged military design means maximum strength and unsurpassed protection -Cubed foam filled -Molded in Bumbers for added protection -ATA Rated Dimensions -Outside Dimensions 10 3 8 H x 24 11 16 W x 19 13 16 D -Inside Dimensions 9 H x 21 3 4 W x 16 3 4 D -Lip Depth 4 1 2 -Base Depth 4 1 2,21.75 x 16.75 x 9.0 inches,12.0
2425,Philips,SWV3431W/17,Philips 3 High Speed HDMI Cable,10.43,24K gold-plated connectors Copper braided reinforced aluminum shielding Supports Deep Color,10.5 x 3.7 x 0.1 inches,0.2
2426,Generic,,Artskills 1   2 Inch Vinyl Letters Black 245pc,0,1  letters and numbers Weatherproof Repositionable,,
2427,HON,10584LNN,HON 10500   Workstation Right Pedestal Desk 66w x 30d x 29-1 2h Mahogany,599,Laminate desk with one 3 4-height locking box file pedestal and full-height modesty panel Desk and Return sold and shipped separately,66.0 x 30.0 x 29.5 inches,229.0
2428,EVGA,01GP31373AR,EVGA GeForce GTX460 1GB Superclock,209.09,Memory 1GB Interfaces PCI-E 2.0 16x DVI-I Mini-HDMI,11.8 x 9.5 x 2.9 inches,3.0
2429,VisTablet,98-903W10330-000,VisTablet Professional Graphics Tablet,128.86,No stand-alone power supply required Surf the web draw paint write and more Advanced pen features,13.5 x 12.0 x 2.0 inches,2.48
2430,Avery,8463,Avery Shipping Labels with TrueBlock Technology 2 x 4 White 1000 Box,45.91,Shipping labels with TrueBlock technolog Box of 1000,,2.64
2431,Da-Lite,23096,Da-Lite Da-Plex Thru-the-Wall Rear Projection Screen - 81 x 108 Video Format,10048.99,The Da-Lite Thru-the-Wall Rear Projection Screen is a rear projection package that comes complete with a factory framed rear projection screen of your choice and a Rear Projection Module. The RPM is a precision made aluminum extrusion based rear projection system custom engineered to meet the exacting requirements of today s digital projectors. The RPM is standard with a fine-tuning projector mount cradle which provides a host of alignment adjustments and features a mirror mounted by a three-point suspension system to ensure superior stability and flatness. The Perfect Mirror Adjustment Systems is a standard feature on all mirror systems for 42 x 60 and smaller mirrors.,,1206.0
2432,Da-Lite,90545,Da-Lite Silver Matte Model C Manual Screen - 7 x 9 AV Format,454.5,Features -Ideal for large size conference or training rooms..-Permanently lubricated steel ball bearings combined with nylon bushings and heavy-duty spring assembly offers smooth operation even in demanding applications..-Optional Floating Mounting Brackets allow the Model C to be mounted onto wall or ceiling studs and aligned left or right after installation by releasing two sets of screws..-Pull cord included.. Screen Material Silver Matte A uniquely designed screen surface with a specifically designed silver finish. This surface is perfect for situations where a silver surface is necessary for a polarized 3-D projection. The matte finish of this surface successfully rejects ambient light. Screen surface can be cleaned with mild soap and water. Flame retardant and mildew resistant. Viewing Angle 30  Gain 1.5,,56.0
2433,Da-Lite,85743,Da-Lite Matte White Advantage Manual with CSR - HDTV Format 159 diagonal,1080.63,Features -Ceiling recessed manually operated screen..-Developed with the installation process in mind the Advantage  Manual Screen with Controlled Screen Return CSR provides the convenience and flexibility of installing the case and fabric roller assemblies at separate stages of construction..-A floating mounting method utilizing adjustable roller brackets is designed into the lightweight extruded aluminum case allowing the centering or offsetting of the screen..-Finished case edges provide a clean look and comfortable build-in of ceiling tiles..-The CSR system ensures the quiet controlled return of the screen into the case providing optimal performance and smooth consistent operation..-Screens with the CSR feature must be fully extended. There are not intermediate stopping positions..-Pull cord included.. Screen Material Matte White One of the most versatile screen surfaces and a good choice for situations when presentation material is being projected and ambient light is controllable. Its surface evenly distributes light over a wide viewing area. Colors remain bright and life-like with no shifts in hue. Flame retardant and mildew resistant. Viewing Angle 60  Gain 1.0,,119.0
2434,Guardian,24030502,Guardian Air Step Antifatigue Polypropylene Mat 36 X 60 Black,50.97,,35.0 x 8.0 x 8.0 inches,10.5
2435,Da-Lite,33424,Da-Lite High Power Model B Manual Screen - 72 x 72 AV Format,229.99,Features -Perfect for classroom and meeting room facilities..-Easy pull-down system locks at intervals to fit a variety of projection formats.-Nylon bearings provide smooth quiet operation for the life of the screen..-Case design allows for hanging from a ceiling or flush mounting to a wall..-Pull cord included.. Screen Material High Power A technological breakthrough providing the reflectivity and optical characteristics of a traditional glass beaded surface with the ability to clean the surface when necessary. Its smooth textured surface provides the highest gain of all front projection screen surfaces with no resolution loss. The moderate viewing angle and its ability to reflect light back along the projection axis make this surface the best choice for situations where there is a moderate amount of ambient light and the projector is placed on a table-top or in the same horizontal viewing plane as the audience. Flame retardant and mildew resistant. Viewing Angle 30  Gain 2.4,,19.0
2436,Micro Innovations,5290100,Micro Innovations Techcool Travel Cooler,11.88,Portable cooler that powers from a USB port Cools laptops and netbooks up to 15.1  Foldable design for easy travel,7.5 x 2.9 x 1.2 inches,0.8
2437,Elite Screens,VMAX135UWV2,Elite Screens MaxWhite VMAX2 Plus2 Series ezElectric Motorized Screen - 135 Diagonal in Black Case,649.99,The VMAX2 has various control options that work in conjunction with its Low Voltage Controller LVC . A 12V trigger port uses a standard RJ45 connection and synchronizes the screen s drop and rise with your projector s power cycle. The wall box kit can be installed as an external wall-mounted control or use the extended IR Eye receiver for recessed ceiling installations. Features -VMAX2 Series Multi-Purpose Electric Screen. -Screen Material Elite Screens MaxWhite. -Black Aluminum Casing. -Adjustable vertical limit switch to regulate drop rise settings. -Includes IR RF remote 3-way wall switch IR sense and 12v Trigger. -Optional In-Ceiling Trim Kits. -Durable all-metal casing for wall and ceiling installation. -160 degree wide viewing angle for large group presentations. -Synchronized motor allows silent operation with extended operational longevity and low power consumption. -Optional 6 -12 mounting brackets and extended warranty available. Specifications -135 diagonal. -4 3 aspect ratio. -Screen Gain 1.1. -Overall Dimensions 92.5 H x 121 W x 3.15 D. -2-year parts and labor manufacturer warranty. Brochure Screen Material User Guide,121.0 x 92.5 x 3.15 inches,37.3
2438,Coolermaster,R9-NBC-XLIT-GP,Cooler Master Cooler Master NotePal X-Lite Black,24.88,Stylish,14.5 x 10.5 x 2.1 inches,2.15
2439,LaCie,LAC130980,LaCie FastKey 120GB USB 3.0 Flash Drive,449,Capacity 120GB SSD with DRAM cache Data Transfer Rate 260Mbps,4.1 x 1.1 x 0.4 inches,0.11
2440,Kingston,KHX1600C9D3K2/4GX,Kingston HyperX 4GB Kit 2 x 2GB DDR3 Desktop Memory Module,49.99,Memory Size 4GB 2 x 2GB 667MHz fCK for 1333Mbps per pin Asynchronous reset,6.75 x 3.75 x 0.55 inches,0.24
2441,Targus,TG-RA1010,Targus Red TG-RA1010 8-In-1 Camera Essentials Kit,12.98,Great accessory kit for your new digital camera 7  compact and lightweight tripod with universal mount Makes it easy to take your camera on the road,6.8 x 5.4 x 1.18 inches,0.4
2442,Samsung,EC-ST65ZZBPU,Samsung EC-ST65ZZBPU Indigo Blue 14.2MP Digital Camera w 5x Optical Digital Camera 2.7  LCD Display w 50 Bonus Prints,84,14.2 megapixel resolution Samsung 4.9-24.5mm zoom lens 19 scene modes,4.0 x 2.0 x 1.7 inches,1.0
2443,KIMBERLY-CLARK PROFESSIONAL,5800,Kimberly-Clark Professional Wypall L30 Wipers 100 sheets 8 ct,55.97,,22.68 x 17.62 x 10.68 inches,17.0
2444,Crown,CS0046BR,Crown Cross-Over Indoor Outdoor Olefin Poly Wiper Scraper Mat 48 X 72 Brown,97.97,,50.0 x 6.5 x 6.5 inches,20.0
2445,Goodhope Bags,,Goodhope Bags Impact Tote in Black,54.99,Features -Constructed of earth-friendly 6 oz 100pct cotton canvas cotton webbing and 900D polyester. -iPod pocket lined in super-soft corduroy with a port for headphones. -Dual side pockets hold a water bottle and cell phone. -Open pocket on the back. -Organizer for cards pens PDA phone CDs and personal items. -Padded laptop sleeve lined in corduroy. -Dual adjustable carry handles. -Overall Dimensions 17.5 H x 12.5 W x 5.5 D. For Corporate Orders please call our customer service team at 800 675-3451,17.5 x 12.5 x 5.5 inches,2.33
