"id","title","authors","venue","year"
"conf/vldb/AshwinRSSS97","garbage collection in object oriented databases using transactional cyclic reference counting","s. sudarshan, prasan roy, abraham silberschatz, s. seshadri, srinivas ashwin","vldb",1997
"conf/vldb/BlottKS98","information, communication, and money: for what can we charge and how can we meter it?","henry f. korth, stephen blott, abraham silberschatz","vldb",1998
"journals/tods/PetersO97","an axiomatic model of dynamic schema evolution in objectbase systems","m. tamer ?zsu, randal j. peters","acm trans. database syst.",1997
"conf/vldb/DaynesC02","lightweight flexible isolation for language-based extensible systems","laurent dayn?s, grzegorz czajkowski","vldb",2002
"conf/sigmod/VossenW99","the wasa2 object-oriented workflow management system","mathias weske, gottfried vossen","sigmod conference",1999
"conf/vldb/CarinoO98","plan-per-tuple optimization solution - parallel execution of expensive user-defined functions","felipe cari?o, william o'connell","vldb",1998
"journals/vldb/ChienTZ02","efficient schemes for managing multiversionxml documents","shu-yao chien, carlo zaniolo, vassilis j. tsotras","vldb j.",2002
"conf/vldb/AbiteboulACEMM99","active views for electronic commerce","laurent mignet, serge abiteboul, tova milo, adi eyal, bernd amann, sophie cluet","vldb",1999
"conf/vldb/FernandezSCMS03","implementing xquery 1.0: the galax experience","gargi sur, mary f. fernandez, am?lie marian, j?r?me sim?on, byron choi","vldb",2003
"conf/sigmod/ZhangDWEMPMDR03","rainbow: multi-xquery optimization using materialized xml views","brian murphy, elke a. rundensteiner, bradford pielech, maged el-sayed, mukesh mulchandani, luping ding, katica dimitrova, ling wang, xin zhang","sigmod conference",2003
"conf/vldb/SimonD95","promises and realities of active database systems","eric simon, angelika kotz dittrich","vldb",1995
"journals/sigmod/Liu03b","editor's notes","ling liu","sigmod record",2003
"journals/sigmod/KappelR98","the trigs active object-oriented database system - an overview","gerti kappel, werner retschitzegger","sigmod record",1998
"conf/vldb/FukudaMMT96","constructing efficient decision trees by using optimized numeric association rules","takeshi fukuda, yasuhiko morimoto, takeshi tokuyama, shinichi morishita","vldb",1996
"conf/vldb/KounevB02","improving data access of j2ee applications by exploiting asynchronous messaging and caching services","samuel kounev, alejandro p. buchmann","vldb",2002
"journals/sigmod/GamacheS95","addressing techniques used in database object managers o2 and orion","nadjiba sahraoui, andr? gamache","sigmod record",1995
"journals/vldb/ShethTP03","complex relationships and knowledge discovery support in the infoquilt system","amit p. sheth, sanjeev thacker, shuchi patel","vldb j.",2003
"conf/sigmod/ChenZCKR01","dyda: data warehouse maintenance in fully concurrent environments","songting chen, andreas koeller, elke a. rundensteiner, xin zhang, jun chen","sigmod conference",2001
"conf/vldb/GolabO03","processing sliding window multi-joins in continuous queries over data streams","lukasz golab, m. tamer ?zsu","vldb",2003
"journals/vldb/Sarawagi01","user-cognizant multidimensional analysis","sunita sarawagi","vldb j.",2001
"journals/sigmod/BonnetBDL03","bluetooth-based sensor networks","philippe bonnet, allan beaufour, mads bondo dydensborg, martin leopold","sigmod record",2003
"conf/vldb/RiedelGF98","active storage for large-scale data mining and multimedia","garth a. gibson, erik riedel, christos faloutsos","vldb",1998
"conf/vldb/ChoG00","the evolution of the web and implications for an incremental crawler","junghoo cho, hector garcia-molina","vldb",2000
"conf/vldb/AbiteboulBBCCDMMP03","managing distributed workspaces with active xml","angela bonifati, cosmin cremarenco, tova milo, gregory cobena, ioana manolescu, florin dragan, j?r?me baumgarten, nicoleta preda, serge abiteboul","vldb",2003
"conf/vldb/TheodoratosS97","data warehouse configuration","timos k. sellis, dimitri theodoratos","vldb",1997
"journals/sigmod/Libkin99a","database principles column - introduction","leonid libkin","sigmod record",1999
"conf/vldb/MaratheS97","a language for manipulating arrays","arunprasad p. marathe, kenneth salem","vldb",1997
"conf/vldb/Padmanabhan96","extracting large data sets using db2 parallel edition","sriram padmanabhan","vldb",1996
"conf/sigmod/LabioZWGGW97","the whips prototype for data warehouse creation and maintenance","hector garcia-molina, himanshu gupta, wilburt labio, yue zhuge, janet l. wiener, jennifer widom","sigmod conference",1997
"journals/sigmod/RossFLOSSVW00","reminiscences on influential papers","gerhard weikum, alon y. levy, divesh srivastava, eric simon, patrick e. o'neil, victor vianu, kenneth a. ross, christos faloutsos","sigmod record",2000
"conf/vldb/HalversonBKKRTVWND03","mixed mode xml query processing","stratis viglas, josef burger, leonidas galanis, jeffrey f. naughton, alan halverson, rajasekar krishnamurthy, david j. dewitt, feng tian, ameet kini, yuan wang, ajith nagaraja rao","vldb",2003
"conf/sigmod/ChenR94","adaptive selectivity estimation using query feedback","chung-min chen, nick roussopoulos","sigmod conference",1994
"journals/vldb/GeorgeH00","secure bufering in firm real-time database systems","jayant r. haritsa, binto george","vldb j.",2000
"journals/vldb/Cobb97","the impact of technology on commercial transaction processing","edward e. cobb","vldb j.",1997
"conf/sigmod/JosifovskiSHL02","garlic: a new flavor of federated query processing for db2","peter m. schwarz, laura m. haas, vanja josifovski, eileen tien lin","sigmod conference",2002
"journals/vldb/CatarciSC97","graphical interaction with heterogeneous databases","tiziana catarci, john cardiff, giuseppe santucci","vldb j.",1997
"journals/sigmod/Palpanas00","knowledge discovery in data warehouses","themistoklis palpanas","sigmod record",2000
"conf/vldb/GingrasL98","nd-sql: a multi-dimensional language for interoperability and olap","laks v. s. lakshmanan, fr?d?ric gingras","vldb",1998
"conf/vldb/SattlerGS03","quiet: continuous query-driven index tuning","eike schallehn, ingolf geist, kai-uwe sattler","vldb",2003
"conf/sigmod/WhiteD95","implementing crash recovery in quickstore: a performance study","seth j. white, david j. dewitt","sigmod conference",1995
"conf/vldb/BernsteinHSSZ97","the microsoft repository","david shutt, jason zander, brian harry, paul sanders, philip a. bernstein","vldb",1997
"journals/sigmod/Chaudhri95","an annotated bibliography of benchmarks for object databases","akmal b. chaudhri","sigmod record",1995
"conf/vldb/ChienVZTZ02","efficient structural joins on indexed xml documents","zografoula vagena, shu-yao chien, vassilis j. tsotras, carlo zaniolo, donghui zhang","vldb",2002
"conf/vldb/Kiessling02","foundations of preferences in database systems","werner kie?ling","vldb",2002
"journals/sigmod/BerzalM02","data mining: concepts and techniques - book review","fernando berzal galiano, nicol?s mar?n","sigmod record",2002
"conf/sigmod/GangulyGMS96","bifocal sampling for skew-resistant join size estimation","abraham silberschatz, sumit ganguly, yossi matias, phillip b. gibbons","sigmod conference",1996
"conf/vldb/LudascherMP02","a transducer-based xml query processor","bertram lud?scher, pratik mukhopadhyay, yannis papakonstantinou","vldb",2002
"conf/vldb/SarawagiBKM02","alias: an active learning led interactive deduplication system","anuradha bhamidipaty, sunita sarawagi, chandra mouli, alok kirpal","vldb",2002
"conf/sigmod/PapadiasTSE95","topological relations in the world of minimum bounding rectangles: a study with r-trees","dimitris papadias, timos k. sellis, yannis theodoridis, max j. egenhofer","sigmod conference",1995
"conf/vldb/ZellerK02","experience report: exploiting advanced database optimization features for large-scale sap r/3 installations","bernhard zeller, alfons kemper","vldb",2002
"journals/sigmod/JaegerF95","an annotated bibliography on active databases","johann christoph freytag, ulrike jaeger","sigmod record",1995
"conf/vldb/BohannonGKNS02","optimizing view queries in rolex to support navigable result trees","pradeep shenoy, philip bohannon, p. p. s. narayan, henry f. korth, sumit ganguly","vldb",2002
"conf/vldb/BouganimCDDGS99","miro web: integrating multiple data sources through semistructured data types","fei sha, tatiana chan-sine-ying, georges gardarin, tuyet-tram dang-ngoc, jean-luc darroux, luc bouganim","vldb",1999
"conf/sigmod/GardarinMP95","ofl: a functional execution model for object query languages","georges gardarin, fernando machuca, philippe pucheral","sigmod conference",1995
"journals/sigmod/CatarciC96","information visualization, guest editors' foreword","tiziana catarci, isabel f. cruz","sigmod record",1996
"conf/sigmod/BerensonBGMOO95","a critique of ansi sql isolation levels","philip a. bernstein, patrick e. o'neil, hal berenson, elizabeth j. o'neil, jim melton, jim gray","sigmod conference",1995
"conf/vldb/LiHKSPAC02","issues and evaluations of caching solutions for web application acceleration","oliver po, divyakant agrawal, radu sion, wen-syan li, wang-pin hsiung, dmitri v. kalashnikov, k. sel?uk candan","vldb",2002
"journals/sigmod/LabrinidisR00","generating dynamic content at database-backed web servers: cgi-bin vs. mod_perl","alexandros labrinidis, nick roussopoulos","sigmod record",2000
"conf/sigmod/DoppelhammerHKK97","database performance in the real world - tpc-d and sap r/3 (experience paper)","jochen doppelhammer, donald kossmann, thomas h?ppler, alfons kemper","sigmod conference",1997
"journals/sigmod/Bestavros96","advances in real-time database systems research","azer bestavros","sigmod record",1996
"journals/vldb/KabraD99","opt++: an object-oriented implementation for extensible database query optimization","david j. dewitt, navin kabra","vldb j.",1999
"conf/vldb/Chawathe99","comparing hierarchical data in external memory","sudarshan s. chawathe","vldb",1999
"journals/sigmod/EisenbergM98","standards in practice","jim melton, andrew eisenberg","sigmod record",1998
"conf/vldb/JagadishLRSS94","dal?: a high performance main memory storage manager","s. sudarshan, h. v. jagadish, rajeev rastogi, abraham silberschatz, daniel f. lieuwen","vldb",1994
"conf/vldb/GehaniJR94","odefs: a file system interface to an object-oriented database","narain h. gehani, william d. roome, h. v. jagadish","vldb",1994
"journals/sigmod/Libkin99","some remarks on variable independence, closure, and orthographic dimension in constraint databases","leonid libkin","sigmod record",1999
"conf/vldb/LeeL96","further improvements on integrity constraint checking for stratifiable deductive databases","sin yeung lee, tok wang ling","vldb",1996
"conf/vldb/PacittMS99","fast algorithms for maintaining replica consistency in lazy master replicated databases","eric simon, esther pacitti, pascale minet","vldb",1999
"conf/vldb/Gawlick96","scalablity and availability in oracle7 7.3","dieter gawlick","vldb",1996
"conf/vldb/KnorrN98","algorithms for mining distance-based outliers in large datasets","raymond t. ng, edwin m. knorr","vldb",1998
"conf/sigmod/RaoZML02","automating physical database design in a parallel database","chun zhang, guy m. lohman, jun rao, nimrod megiddo","sigmod conference",2002
"conf/vldb/YiF00","fast time sequence indexing for arbitrary lp norms","christos faloutsos, byoung-kee yi","vldb",2000
"journals/sigmod/KokkotosIPS95","on the issue of valid time(s) in temporal databases","themis panayiotopoulos, efstathios v. ioannidis, constantine d. spyropoulos, stavros kokkotos","sigmod record",1995
"conf/vldb/BaralisW94","an algebraic approach to rule analysis in expert database systems","jennifer widom, elena baralis","vldb",1994
"conf/vldb/ChirkovaHS01","a formal perspective on the view selection problem","dan suciu, rada chirkova, alon y. halevy","vldb",2001
"journals/sigmod/ForteHWDCVHFS99","semantic and pedagogic interoperability mechanisms in the ariadne educational repository","erik duval, eddy forte, kris cardinaels, koen hendrikx, florence haenni, maria wentland forte, florence simillion, ken warkentyne, e. vervaet","sigmod record",1999
"conf/sigmod/KornackerMH97","concurrency and recovery in generalized search trees","c. mohan, joseph m. hellerstein, marcel kornacker","sigmod conference",1997
"conf/vldb/HulgeriS02","parametric query optimization for linear and piecewise linear cost functions","s. sudarshan, arvind hulgeri","vldb",2002
"conf/vldb/GravanoIJKMS01","approximate string joins in a database (almost) for free","luis gravano, h. v. jagadish, panagiotis g. ipeirotis, s. muthukrishnan, divesh srivastava, nick koudas","vldb",2001
"journals/sigmod/Segev95","editor's (farewell) notes","arie segev","sigmod record",1995
"conf/vldb/IoannidisP99","histogram-based approximation of set-valued query-answers","viswanath poosala, yannis e. ioannidis","vldb",1999
"conf/vldb/AtzeniMM97","to weave the web","paolo merialdo, giansalvatore mecca, paolo atzeni","vldb",1997
"conf/vldb/BridgeJKLLM97","the oracle universal server buffer","ashok joshi, n. macnaughton, juan loaiza, m. keihl, tirthankar lahiri, william bridge","vldb",1997
"conf/vldb/StanoiRAA01","discovery of influence sets in frequently updated databases","ioana stanoi, amr el abbadi, divyakant agrawal, mirek riedewald","vldb",2001
"journals/sigmod/Liu01","editor's notes","ling liu","sigmod record",2001
"journals/vldb/IshakbeyogluO98","maintenance of implication integrity constraints under updates to constraints","naci ishakbeyoglu, z. meral ?zsoyoglu","vldb j.",1998
"conf/vldb/LometT95","redo recovery after system crashes","mark r. tuttle, david b. lomet","vldb",1995
"conf/sigmod/LuoKMPWLN02","middle-tier database caching for e-business","hamid pirahesh, c. mohan, jeffrey f. naughton, sailesh krishnamurthy, honguk woo, qiong luo, bruce g. lindsay","sigmod conference",2002
"conf/vldb/Tygar98","atomicity versus anonymity: distributed transactions for electronic commerce","j. d. tygar","vldb",1998
"journals/tods/WolfsonJH97","an adaptive data replication algorithm","ouri wolfson, yixiu huang, sushil jajodia","acm trans. database syst.",1997
"conf/sigmod/MotakisZ97","temporal aggregation in active database rules","iakovos motakis, carlo zaniolo","sigmod conference",1997
"conf/vldb/HellersteinNP95","generalized search trees for database systems","jeffrey f. naughton, avi pfeffer, joseph m. hellerstein","vldb",1995
"journals/sigmod/Widom95a","editor's notes","jennifer widom","sigmod record",1995
"conf/sigmod/LahiriG01","fast-start: quick fault recovery in oracle","ashok joshi, ron weiss, amit ganesh, tirthankar lahiri","sigmod conference",2001
"conf/sigmod/GebhardtJJ97","a toolkit for negotiation support interfaces to multi-dimensional data","matthias jarke, stephan jacobs, michael gebhardt","sigmod conference",1997
"journals/sigmod/Qian94a","announcements from nsf, nasa, and elsewhere","xiaolei qian","sigmod record",1994
"conf/sigmod/ChenGMV02","fractal prefetching b?trees: optimizing both cache and disk performance","phillip b. gibbons, gary valentin, todd c. mowry, shimin chen","sigmod conference",2002
"conf/vldb/MillerHH00","schema mapping as query discovery","ren?e j. miller, mauricio a. hern?ndez, laura m. haas","vldb",2000
"conf/sigmod/Pirahesh94","object-oriented features of db2 client/server","hamid pirahesh","sigmod conference",1994
"journals/sigmod/SommerGB02","the n-tier hub technology","rainer a. sommer, david bailey, thomas r. gulledge","sigmod record",2002
"conf/sigmod/Cohen98","integration of heterogeneous databases without common domains using queries based on textual similarity","william w. cohen","sigmod conference",1998
"conf/sigmod/GibbonsM98","new sampling-based summary statistics for improving approximate query answers","phillip b. gibbons, yossi matias","sigmod conference",1998
"conf/sigmod/FranklinJK96","performance tradeoffs for client-server query processing","donald kossmann, michael j. franklin, bj?rn ??r j?nsson","sigmod conference",1996
"journals/sigmod/KoubarakisTID03","selective information dissemination in p2p networks: problems and solutions","stratos idreos, manolis koubarakis, christos tryfonopoulos, yannis drougas","sigmod record",2003
"conf/sigmod/AboulnagaC99","self-tuning histograms: building histograms without looking at data","surajit chaudhuri, ashraf aboulnaga","sigmod conference",1999
"journals/sigmod/McHughAGQW97","lore: a database management system for semistructured data","roy goldman, serge abiteboul, jennifer widom, dallan quass, jason mchugh","sigmod record",1997
"conf/vldb/Adler01","db2 spatial extender - spatial data within the rdbms","david w. adler","vldb",2001
"conf/vldb/KoudasIM00","identifying representative trends in massive time series data sets using sketches","s. muthukrishnan, nick koudas, piotr indyk","vldb",2000
"conf/sigmod/ZhuS03","warping indexes with envelope transforms for query by humming","dennis shasha, yunyue zhu","sigmod conference",2003
"conf/vldb/AlexandrovABBBCDFHJKKKLLMMMPNPPRRSSW02","obk - an online high energy physics' meta-data repository","l. pedro, v. kotov, i. papadopoulos, l. mapelli, a. ribeiro, a. amorim, r. hart, m. nassiakou, h. wolters, n. parrington, d. liko, yu. ryabov, r. jones, i. alexandrov, l. lucio, i. soloviev, m. caprini, e. badescu, s. kolos, m. dobson, l. moneta, d. schweiger, m. barczyk, a. kazarov, d. burckhart-chromek, m. mineev, j. flammer","vldb",2002
"conf/sigmod/FukudaMMT96","data mining using two-dimensional optimized accociation rules: scheme, algorithms, and visualization","shinichi morishita, yasuhiko morimoto, takeshi tokuyama, takeshi fukuda","sigmod conference",1996
"conf/vldb/OuzzaniAB94","a top-down approach for two level serializability","n. l. belkhodja, mourad ouzzani, m. a. atroun","vldb",1994
"conf/vldb/BergerBSW03","xcerpt and visxcerpt: from pattern-based to visual querying of xml and semistructured data","sacha berger, christoph wieser, sebastian schaffert, fran?ois bry","vldb",2003
"conf/sigmod/Fegaras98","query unnesting in object-oriented databases","leonidas fegaras","sigmod conference",1998
"conf/vldb/BerckenS01","an evaluation of generic bulk loading techniques","jochen van den bercken, bernhard seeger","vldb",2001
"conf/vldb/Huyn01","scientific olap for the biotech domain","nam huyn","vldb",2001
"conf/sigmod/AgrawalS00","privacy-preserving data mining","ramakrishnan srikant, rakesh agrawal","sigmod conference",2000
"conf/sigmod/ChengKP03","evaluating probabilistic queries over imprecise data","reynold cheng, dmitri v. kalashnikov, sunil prabhakar","sigmod conference",2003
"journals/sigmod/ChengP03","managing uncertainty in sensor database","sunil prabhakar, reynold cheng","sigmod record",2003
"conf/sigmod/BersonGM95","fault tolerant design of multimedia servers","richard r. muntz, leana golubchik, steven berson","sigmod conference",1995
"journals/sigmod/Date03","edgar f. codd: a tribute and personal memoir","c. j. date","sigmod record",2003
"journals/sigmod/PoessF00","new tpc benchmarks for decision support and web commerce","meikel p?ss, chris floyd","sigmod record",2000
"journals/sigmod/KannanKIK03","energy and rate based mac protocol for wireless sensor networks","ramaraju kalidindi, vijay kumar, rajgopal kannan, s. sitharama iyengar","sigmod record",2003
"conf/vldb/YuPM03","distributed top-n query processing with possibly uncooperative local systems","clement t. yu, weiyi meng, george philip","vldb",2003
"conf/vldb/HammelP02","searching on the secondary structure of protein sequences","jignesh m. patel, laurie hammel","vldb",2002
"journals/sigmod/Aberer03c","guest editor's introduction","karl aberer","sigmod record",2003
"conf/sigmod/ShanmugasundaramNSR99","efficient concurrency control for broadcast environments","arvind nithrakashyap, rajendran m. sivasankaran, jayavel shanmugasundaram, krithi ramamritham","sigmod conference",1999
"conf/vldb/SrikantA95","mining generalized association rules","ramakrishnan srikant, rakesh agrawal","vldb",1995
"journals/sigmod/DunhamH95a","mobile computing and databases: anything new?","margaret h. dunham, abdelsalam helal","sigmod record",1995
"journals/sigmod/FifeG03","research issues for data communication in mobile ad-hoc network database systems","leslie d. fife, le gruenwald","sigmod record",2003
"conf/sigmod/YangM97","association rules over interval data","ren?e j. miller, yuping yang","sigmod conference",1997
"journals/sigmod/GottlobKP03a","xpath processing in a nutshell","reinhard pichler, christoph koch, georg gottlob","sigmod record",2003
"conf/sigmod/ZhangZPTL03","location-based spatial queries","jun zhang, dimitris papadias, manli zhu, yufei tao, dik lun lee","sigmod conference",2003
"conf/vldb/YagoubFIV00a","building and customizing data-intensive web sites using weave","val?rie issarny, patrick valduriez, khaled yagoub, daniela florescu","vldb",2000
"conf/sigmod/BrunoCG01","stholes: a multidimensional workload-aware histogram","luis gravano, nicolas bruno, surajit chaudhuri","sigmod conference",2001
"journals/sigmod/PapazoglouH99","contextualizing the information space in federated digital libraries","jeroen hoppenbrouwers, mike p. papazoglou","sigmod record",1999
"journals/vldb/ChirkovaHS02","a formal perspective on the view selection problem","rada chirkova, dan suciu, alon y. halevy","vldb j.",2002
"conf/vldb/ReuterCGSW95","databases and workflow management: what is it all about? (panel)","jim gray, betty salzberg, stefano ceri, andreas reuter, gerhard weikum","vldb",1995
"journals/sigmod/Seligman97","industry perspectives","leonard j. seligman","sigmod record",1997
"conf/vldb/LakshmananPH02","quotient cube: how to summarize the semantics of a data cube","laks v. s. lakshmanan, jian pei, jiawei han","vldb",2002
"conf/sigmod/AggarwalY00","finding generalized projected clusters in high dimensional spaces","charu c. aggarwal, philip s. yu","sigmod conference",2000
"journals/sigmod/Winslett02b","hector garcia-molina speaks out","marianne winslett","sigmod record",2002
"conf/sigmod/LuMSS95","efficient maintenance of materialized mediated views","james j. lu, guido moerkotte, joachim sch?, v. s. subrahmanian","sigmod conference",1995
"conf/vldb/GallersdorferN95","improving performance in replicated databases through relaxed coherency","rainer gallersd?rfer, matthias nicola","vldb",1995
"conf/vldb/Mattos96","supporting procedural constructs in sql compilers","nelson mendon?a mattos","vldb",1996
"conf/vldb/Ladin00","the zero latency enterprise","dave liles","vldb",2000
"journals/sigmod/AilamakiFFSV03","an environmental sensor network to determine drinking water quality and security","jeanne vanbriesen, paul s. fischbeck, christos faloutsos, anastassia ailamaki, mitchell j. small","sigmod record",2003
"journals/tods/BrunoCG02","top-k selection queries over relational databases: mapping strategies and performance evaluation","surajit chaudhuri, nicolas bruno, luis gravano","acm trans. database syst.",2002
"journals/tods/BozkayaO99","indexing large metric spaces for similarity search queries","z. meral ?zsoyoglu, tolga bozkaya","acm trans. database syst.",1999
"conf/sigmod/GunopulosKTD00","approximating multi-dimensional aggregate range queries over real attributes","carlotta domeniconi, vassilis j. tsotras, george kollios, dimitrios gunopulos","sigmod conference",2000
"conf/vldb/Deshpande00","linking business to deliver value: a data management challenge","anand deshpande","vldb",2000
"conf/sigmod/KeimK95","visdb: a system for visualizing large databases","hans-peter kriegel, daniel a. keim","sigmod conference",1995
"conf/vldb/SheikholeslamiCZ98","wavecluster: a multi-resolution clustering approach for very large spatial databases","surojit chatterjee, gholamhosein sheikholeslami, aidong zhang","vldb",1998
"conf/sigmod/Smith01","mpeg-7 standard for multimedia databases","john r. smith","sigmod conference",2001
"conf/sigmod/JagadishKS00","on effective multi-dimensional indexing for strings","nick koudas, h. v. jagadish, divesh srivastava","sigmod conference",2000
"conf/sigmod/Rajaraman99","e-commerce database issues and experience","anand rajaraman","sigmod conference",1999
"conf/vldb/HerlekarDRGS02","entrans: a system for flexible consistency maintenance in directory applications","anandi herlekar, atul deopujari, shaymsunder gopale, shridhar shukla, krithi ramamritham","vldb",2002
"conf/sigmod/MaddenFHH03","the design of an acquisitional query processor for sensor networks","samuel madden, wei hong, joseph m. hellerstein, michael j. franklin","sigmod conference",2003
"conf/sigmod/BabcockCD03","dynamic sample selection for approximate query processing","gautam das, surajit chaudhuri, brian babcock","sigmod conference",2003
"conf/sigmod/CherniackZ98","changing the rules: transformations for rule-based optimizers","mitch cherniack, stanley b. zdonik","sigmod conference",1998
"conf/vldb/RamanH01","potter's wheel: an interactive data cleaning system","joseph m. hellerstein, vijayshankar raman","vldb",2001
"conf/vldb/GrustKT03","staircase join: teach a relational dbms to watch its (axis) steps","jens teubner, torsten grust, maurice van keulen","vldb",2003
"conf/vldb/Brin95","near neighbor search in large metric spaces","sergey brin","vldb",1995
"conf/vldb/Jermaine03","robust estimation with sampling and approximate pre-aggregation","chris jermaine","vldb",2003
"journals/sigmod/Qian94","jumping on the nii bandwagon","xiaolei qian","sigmod record",1994
"conf/sigmod/ButtlerLPP01","ominisearch: a method for searching dynamic content on the web","henrique paques, ling liu, david buttler, calton pu","sigmod conference",2001
"conf/sigmod/Team02","mid-tier caching: the timesten approach","times-ten team","sigmod conference",2002
"conf/vldb/KemmeA00","don't be lazy, be consistent: postgres-r, a new way to implement database replication","bettina kemme, gustavo alonso","vldb",2000
"journals/sigmod/ConradHHKRSS99","engineering federated information systems: report of efis '99 workshop","f?lix saltor, uwe hohenstein, ralf-detlef kutsche, wilhelm hasselbring, gunter saake, stefan conrad, mark roantree","sigmod record",1999
"conf/vldb/BeneventanoBCCGMMV00","information integration: the momis project demonstration","michele melchiori, silvana castano, g. malvezzi, domenico beneventano, r. guidetti, alberto corni, sonia bergamaschi, maurizio vincini","vldb",2000
"journals/sigmod/GerlhofKM96","on the cost of monitoring and reorganization of object bases for clustering","guido moerkotte, alfons kemper, carsten andreas gerlhof","sigmod record",1996
"journals/sigmod/RisheSBDOALOSS95","florida international university high performance database research center","leonard loureiro, yi deng, carlos ordonez 0002, mario sanchez, cyril u. orji, wei sun, artyom shaposhnikov, naphtali rishe, michael alexopoulos, david barton","sigmod record",1995
"conf/vldb/LlirbatST97","using versions in update transactions: application to integrity checking","dimitri tombroff, eric simon, fran?ois llirbat","vldb",1997
"conf/sigmod/ZhaoDN97","an array-based algorithm for simultaneous multidimensional aggregates","jeffrey f. naughton, yihong zhao, prasad deshpande","sigmod conference",1997
"journals/sigmod/DoanPSB97","query previews for networked information systems: a case study with nasa environmental data","khoa doan, catherine plaisant, ben shneiderman, tom bruns","sigmod record",1997
"conf/sigmod/SarawagiTA98","integrating mining with relational database systems: alternatives and implications","shiby thomas, rakesh agrawal, sunita sarawagi","sigmod conference",1998
"journals/sigmod/KaradimitriouT97","min-max compression methods for medical image databases","john m. tyler, kosmas karadimitriou","sigmod record",1997
"journals/sigmod/Sidell96","the mariposa distributed database management system","jeff sidell","sigmod record",1996
"conf/vldb/CareyCNVDRSM99","o-o, what have they done to db2?","bennet vance, richard swagerman, michael j. carey, srinivasa narayanan, nelson mendon?a mattos, donald d. chamberlin, doug doole, serge rielau","vldb",1999
"conf/sigmod/AchyutuniON96","two techniques for on-line index modification in shared nothing parallel databases","shamkant b. navathe, kiran j. achyutuni, edward omiecinski","sigmod conference",1996
"conf/vldb/FegarasE01","query engines for web-accessible xml data","ramez elmasri, leonidas fegaras","vldb",2001
"conf/vldb/LiuLBHTS03","capturing global transactions from multiple recovery log files in a partitioned database system","elizabeth hamel, serge bourbonnais, bruce g. lindsay, tuong c. truong, chengfei liu, jens stankiewitz","vldb",2003
"journals/vldb/SuHHHLWLPLL01","an internet-based negotiation server for e-commerce","joachim hammer, youzhong liu, chunbo huang, yihua huang, herman lam, liu wang, haifei li, stanley y. w. su, charnyote pluempitiwiriyawej, minsoo lee","vldb j.",2001
"journals/tods/LiuDL02","a logical foundation for deductive object-oriented databases","mengchi liu, tok wang ling, gillian dobbie","acm trans. database syst.",2002
"conf/sigmod/DavulcuFKR99","a layered architecture for querying dynamic web content","hasan davulcu, michael kifer, i. v. ramakrishnan, juliana freire","sigmod conference",1999
"journals/sigmod/SmithO99","unpacking the semantics of source and usage to perform semantic reconciliation in large-scale information systems","ken smith, leo obrst","sigmod record",1999
"journals/vldb/BerendtS00","analysis of navigation behaviour in web sites integrating multiple information systems","myra spiliopoulou, bettina berendt","vldb j.",2000
"journals/sigmod/Ozsoyoglu99","vice chair's message","z. meral ?zsoyoglu","sigmod record",1999
"journals/tods/MokNE96","a normal form for precisely characterizing redundancy in nested relations","yiu-kai ng, david w. embley, wai yin mok","acm trans. database syst.",1996
"conf/vldb/ChakrabartiGRS00","approximate query processing using wavelets","kyuseok shim, kaushik chakrabarti, minos n. garofalakis, rajeev rastogi","vldb",2000
"conf/vldb/MaedaT01","actiview: adaptive data presentation using supersql","motomichi toyama, yoko maeda","vldb",2001
"conf/vldb/SteinbrunnPMK95","bypassing joins in disjunctive queries","alfons kemper, guido moerkotte, klaus peithner, michael steinbrunn","vldb",1995
"conf/vldb/ViverosNR96","applying data mining techniques to a health insurance information system","michael j. rothman, john p. nearhos, marisa s. viveros","vldb",1996
"journals/sigmod/Abiteboul99","on views and xml","serge abiteboul","sigmod record",1999
"journals/sigmod/KuokFW98","mining fuzzy association rules in databases","ada wai-chee fu, man hon wong, chan man kuok","sigmod record",1998
"conf/vldb/WeikumMHZ02","self-tuning database technology and information services: from wishful thinking to viable engineering","peter zabback, christof hasse, gerhard weikum, axel m?nkeberg","vldb",2002
"journals/sigmod/AndlerHEMBE96","deeds towards a distributed and active real-time database system","joakim eriksson, jonas mellin, sten andler, mikael berndtsson, bengt eftring, j?rgen hansson","sigmod record",1996
"conf/sigmod/NazeriBO01","experiences in mining aviation safety data","zohreh nazeri, paul ostwald, eric bloedorn","sigmod conference",2001
"conf/sigmod/OlstonJW03","adaptive filters for continuous queries over distributed data streams","jennifer widom, chris olston, jing jiang","sigmod conference",2003
"conf/sigmod/BettiniWBJ95","semantic assumptions and query evaluation in temporal databases","sushil jajodia, xiaoyang sean wang, elisa bertino, claudio bettini","sigmod conference",1995
"conf/sigmod/SunAA03","hardware acceleration for spatial selections and joins","chengyu sun, divyakant agrawal, amr el abbadi","sigmod conference",2003
"journals/vldb/ScheuermannWZ98","data partitioning and load balancing in parallel disk systems","gerhard weikum, peter zabback, peter scheuermann","vldb j.",1998
"journals/vldb/Antoshenkov97","dictionary-based order-preserving string compression","gennady antoshenkov","vldb j.",1997
"journals/sigmod/Date96","a response to r. camps' article ``domains, relations and religious wars''","c. j. date","sigmod record",1996
"journals/sigmod/Ozsu01a","chair's message","m. tamer ?zsu","sigmod record",2001
